emp_id,leave_type,leave_applied_date,leave_start_date,leave_end_date,leave_days,status
16,Earn Leave,2023-05-17,2023-05-25,2023-05-28,4,Approved
16,Earn Leave,2023-04-18,2023-04-27,2023-04-28,2,Approved
16,Casual Leave,2022-11-29,2022-12-06,2022-12-07,2,Approved
16,Casual Leave,2022-08-21,2022-08-29,2022-08-31,3,Approved
16,Casual Leave,2022-08-26,2022-09-02,2022-09-04,3,Approved
16,Casual Leave,2022-12-31,2023-01-05,2023-01-06,2,Approved
17,Casual Leave,2023-05-04,2023-05-11,2023-05-13,3,Approved
17,Earn Leave,2022-10-23,2022-10-29,2022-10-31,3,Approved
17,Casual Leave,2023-10-22,2023-10-31,2023-11-03,4,Approved
17,Casual Leave,2022-06-14,2022-06-21,2022-06-24,4,Approved
17,Earn Leave,2022-02-18,2022-02-27,2022-02-28,2,Approved
17,Casual Leave,2023-02-05,2023-02-12,2023-02-14,3,Approved
17,Sick Leave,2023-02-11,2023-02-16,2023-02-17,2,Approved
17,Casual Leave,2022-01-14,2022-01-22,2022-01-25,4,Approved
17,Earn Leave,2022-03-30,2022-04-04,2022-04-06,3,Approved
18,Earn Leave,2022-05-17,2022-05-26,2022-05-27,2,Approved
18,Casual Leave,2023-12-14,2023-12-21,2023-12-24,4,Approved
18,Casual Leave,2023-05-06,2023-05-14,2023-05-15,2,Approved
18,Casual Leave,2023-06-16,2023-06-23,2023-06-25,3,Approved
18,Casual Leave,2022-10-20,2022-10-29,2022-10-30,2,Approved
18,Casual Leave,2023-02-02,2023-02-07,2023-02-08,2,Rejected
18,Casual Leave,2022-12-28,2023-01-04,2023-01-06,3,Approved
18,Earn Leave,2022-05-14,2022-05-22,2022-05-23,2,Approved
18,Casual Leave,2023-09-05,2023-09-14,2023-09-16,3,Approved
19,Earn Leave,2023-06-22,2023-07-01,2023-07-02,2,Rejected
19,Earn Leave,2023-09-21,2023-09-26,2023-09-27,2,Approved
19,Casual Leave,2022-10-29,2022-11-06,2022-11-09,4,Approved
19,Casual Leave,2023-12-06,2023-12-11,2023-12-14,4,Approved
19,Casual Leave,2022-06-19,2022-06-26,2022-06-29,4,Approved
19,Casual Leave,2023-05-19,2023-05-27,2023-05-28,2,Approved
19,Casual Leave,2022-04-22,2022-05-01,2022-05-04,4,Rejected
19,Earn Leave,2022-01-12,2022-01-19,2022-01-22,4,Approved
19,Earn Leave,2023-10-02,2023-10-08,2023-10-09,2,Approved
20,Earn Leave,2023-01-27,2023-02-01,2023-02-04,4,Approved
20,Earn Leave,2022-02-13,2022-02-19,2022-02-22,4,Approved
20,Casual Leave,2022-09-08,2022-09-14,2022-09-17,4,Approved
20,Casual Leave,2022-08-15,2022-08-23,2022-08-24,2,Approved
20,Sick Leave,2022-05-14,2022-05-21,2022-05-24,4,Approved
20,Casual Leave,2022-01-12,2022-01-19,2022-01-21,3,Approved
20,Casual Leave,2022-11-07,2022-11-14,2022-11-17,4,Approved
20,Casual Leave,2022-08-21,2022-08-30,2022-09-02,4,Approved
20,Casual Leave,2023-07-19,2023-07-26,2023-07-29,4,Approved
20,Casual Leave,2022-11-10,2022-11-16,2022-11-19,4,Approved
21,Casual Leave,2023-07-16,2023-07-21,2023-07-24,4,Approved
21,Casual Leave,2023-01-28,2023-02-02,2023-02-03,2,Approved
21,Earn Leave,2023-02-28,2023-03-09,2023-03-10,2,Approved
21,Casual Leave,2022-07-03,2022-07-11,2022-07-12,2,Approved
21,Earn Leave,2022-10-03,2022-10-10,2022-10-11,2,Approved
21,Casual Leave,2023-04-30,2023-05-07,2023-05-08,2,Approved
21,Casual Leave,2023-07-25,2023-08-03,2023-08-04,2,Approved
21,Casual Leave,2022-04-02,2022-04-11,2022-04-13,3,Rejected
21,Earn Leave,2022-12-03,2022-12-12,2022-12-14,3,Approved
21,Casual Leave,2023-01-04,2023-01-09,2023-01-12,4,Approved
22,Casual Leave,2023-05-04,2023-05-11,2023-05-14,4,Approved
22,Casual Leave,2023-12-18,2023-12-26,2023-12-27,2,Rejected
22,Earn Leave,2023-06-16,2023-06-22,2023-06-23,2,Rejected
22,Casual Leave,2023-12-02,2023-12-10,2023-12-13,4,Approved
22,Casual Leave,2023-01-10,2023-01-16,2023-01-17,2,Approved
23,Casual Leave,2023-11-19,2023-11-26,2023-11-28,3,Approved
23,Earn Leave,2023-07-17,2023-07-25,2023-07-27,3,Approved
23,Casual Leave,2023-03-13,2023-03-20,2023-03-21,2,Approved
23,Casual Leave,2023-05-13,2023-05-22,2023-05-23,2,Approved
23,Earn Leave,2022-11-04,2022-11-11,2022-11-13,3,Rejected
23,Casual Leave,2022-05-10,2022-05-18,2022-05-20,3,Approved
23,Earn Leave,2023-10-15,2023-10-20,2023-10-23,4,Approved
24,Casual Leave,2022-11-05,2022-11-13,2022-11-16,4,Approved
24,Casual Leave,2022-06-28,2022-07-05,2022-07-06,2,Approved
24,Casual Leave,2022-06-15,2022-06-24,2022-06-25,2,Approved
24,Casual Leave,2023-05-24,2023-05-31,2023-06-03,4,Approved
24,Casual Leave,2022-03-02,2022-03-07,2022-03-08,2,Approved
25,Earn Leave,2023-08-11,2023-08-20,2023-08-21,2,Approved
25,Casual Leave,2022-10-20,2022-10-26,2022-10-27,2,Approved
25,Casual Leave,2022-11-10,2022-11-18,2022-11-21,4,Approved
25,Casual Leave,2023-11-16,2023-11-23,2023-11-26,4,Approved
25,Casual Leave,2023-03-30,2023-04-08,2023-04-11,4,Approved
25,Casual Leave,2022-05-27,2022-06-02,2022-06-04,3,Approved
25,Earn Leave,2023-05-05,2023-05-14,2023-05-15,2,Approved
25,Earn Leave,2023-10-07,2023-10-12,2023-10-14,3,Approved
25,Casual Leave,2022-03-07,2022-03-14,2022-03-16,3,Approved
25,Earn Leave,2022-07-29,2022-08-07,2022-08-08,2,Approved
26,Earn Leave,2022-12-27,2023-01-02,2023-01-05,4,Approved
26,Earn Leave,2023-11-16,2023-11-21,2023-11-24,4,Approved
26,Earn Leave,2022-06-22,2022-06-29,2022-06-30,2,Approved
27,Earn Leave,2022-10-27,2022-11-04,2022-11-06,3,Approved
27,Earn Leave,2022-08-30,2022-09-07,2022-09-10,4,Approved
27,Sick Leave,2023-06-21,2023-06-26,2023-06-29,4,Approved
27,Earn Leave,2022-07-14,2022-07-23,2022-07-25,3,Approved
27,Casual Leave,2022-10-15,2022-10-21,2022-10-22,2,Approved
28,Sick Leave,2022-10-03,2022-10-09,2022-10-11,3,Approved
28,Casual Leave,2023-06-08,2023-06-14,2023-06-15,2,Approved
28,Earn Leave,2023-05-23,2023-05-29,2023-05-30,2,Approved
29,Sick Leave,2022-06-17,2022-06-22,2022-06-23,2,Approved
29,Casual Leave,2022-06-09,2022-06-17,2022-06-19,3,Approved
29,Casual Leave,2023-12-06,2023-12-15,2023-12-18,4,Approved
30,Casual Leave,2022-05-16,2022-05-21,2022-05-23,3,Approved
30,Casual Leave,2022-09-02,2022-09-08,2022-09-09,2,Rejected
30,Casual Leave,2022-05-12,2022-05-19,2022-05-20,2,Approved
30,Earn Leave,2022-12-23,2023-01-01,2023-01-02,2,Approved
31,Casual Leave,2023-01-09,2023-01-18,2023-01-19,2,Approved
31,Sick Leave,2023-03-16,2023-03-21,2023-03-24,4,Approved
31,Earn Leave,2023-01-06,2023-01-11,2023-01-13,3,Rejected
32,Earn Leave,2023-10-13,2023-10-22,2023-10-25,4,Approved
32,Casual Leave,2023-03-25,2023-04-02,2023-04-03,2,Approved
32,Earn Leave,2023-11-07,2023-11-12,2023-11-13,2,Approved
33,Casual Leave,2022-12-02,2022-12-11,2022-12-14,4,Approved
34,Casual Leave,2022-08-25,2022-09-02,2022-09-03,2,Approved
35,Sick Leave,2023-06-15,2023-06-20,2023-06-23,4,Approved
35,Earn Leave,2023-09-13,2023-09-22,2023-09-23,2,Rejected
35,Casual Leave,2023-07-30,2023-08-05,2023-08-06,2,Approved
35,Earn Leave,2023-09-18,2023-09-24,2023-09-25,2,Approved
35,Casual Leave,2023-07-07,2023-07-15,2023-07-16,2,Approved
35,Sick Leave,2023-10-03,2023-10-08,2023-10-09,2,Rejected
35,Casual Leave,2022-11-27,2022-12-05,2022-12-07,3,Rejected
35,Casual Leave,2023-11-29,2023-12-07,2023-12-09,3,Approved
35,Casual Leave,2022-05-28,2022-06-05,2022-06-08,4,Approved
35,Earn Leave,2022-01-03,2022-01-12,2022-01-13,2,Approved
36,Sick Leave,2022-06-17,2022-06-24,2022-06-25,2,Approved
36,Earn Leave,2022-04-15,2022-04-20,2022-04-21,2,Approved
36,Sick Leave,2023-07-07,2023-07-14,2023-07-16,3,Approved
36,Casual Leave,2023-08-26,2023-08-31,2023-09-02,3,Approved
36,Casual Leave,2022-10-06,2022-10-13,2022-10-15,3,Approved
36,Casual Leave,2022-04-14,2022-04-23,2022-04-25,3,Approved
36,Casual Leave,2023-03-07,2023-03-14,2023-03-16,3,Approved
36,Casual Leave,2022-12-17,2022-12-24,2022-12-26,3,Approved
37,Sick Leave,2023-11-05,2023-11-12,2023-11-14,3,Approved
37,Sick Leave,2023-02-02,2023-02-07,2023-02-09,3,Approved
37,Sick Leave,2022-03-13,2022-03-20,2022-03-22,3,Approved
37,Casual Leave,2022-10-17,2022-10-23,2022-10-25,3,Approved
38,Casual Leave,2023-03-19,2023-03-25,2023-03-27,3,Approved
38,Casual Leave,2023-08-21,2023-08-28,2023-08-31,4,Approved
39,Casual Leave,2023-07-03,2023-07-11,2023-07-14,4,Approved
39,Casual Leave,2023-09-01,2023-09-10,2023-09-13,4,Approved
39,Earn Leave,2022-11-28,2022-12-06,2022-12-07,2,Approved
39,Casual Leave,2022-11-24,2022-12-03,2022-12-05,3,Approved
40,Casual Leave,2022-01-15,2022-01-23,2022-01-26,4,Approved
41,Casual Leave,2022-05-04,2022-05-13,2022-05-16,4,Approved
42,Earn Leave,2022-02-01,2022-02-10,2022-02-12,3,Approved
42,Earn Leave,2023-06-12,2023-06-20,2023-06-21,2,Approved
42,Casual Leave,2023-11-22,2023-11-28,2023-11-30,3,Approved
42,Earn Leave,2022-08-29,2022-09-03,2022-09-05,3,Approved
42,Casual Leave,2022-10-11,2022-10-17,2022-10-18,2,Rejected
42,Casual Leave,2022-06-29,2022-07-08,2022-07-10,3,Approved
43,Casual Leave,2023-06-26,2023-07-01,2023-07-03,3,Approved
43,Earn Leave,2022-11-27,2022-12-04,2022-12-06,3,Approved
43,Casual Leave,2022-08-30,2022-09-04,2022-09-05,2,Rejected
43,Casual Leave,2023-03-11,2023-03-19,2023-03-22,4,Approved
43,Earn Leave,2022-09-12,2022-09-18,2022-09-21,4,Approved
43,Casual Leave,2023-12-11,2023-12-16,2023-12-18,3,Approved
43,Casual Leave,2022-10-26,2022-10-31,2022-11-02,3,Approved
43,Casual Leave,2023-09-14,2023-09-22,2023-09-24,3,Approved
44,Casual Leave,2023-03-04,2023-03-12,2023-03-13,2,Approved
44,Casual Leave,2022-07-06,2022-07-14,2022-07-17,4,Approved
44,Casual Leave,2023-06-13,2023-06-21,2023-06-24,4,Approved
45,Earn Leave,2023-02-03,2023-02-10,2023-02-12,3,Approved
45,Earn Leave,2022-11-16,2022-11-23,2022-11-25,3,Approved
45,Casual Leave,2022-01-28,2022-02-06,2022-02-09,4,Approved
45,Casual Leave,2023-08-18,2023-08-26,2023-08-28,3,Approved
46,Casual Leave,2023-07-18,2023-07-23,2023-07-25,3,Approved
46,Earn Leave,2023-08-14,2023-08-19,2023-08-22,4,Approved
46,Earn Leave,2023-05-29,2023-06-05,2023-06-06,2,Approved
47,Casual Leave,2022-10-21,2022-10-28,2022-10-30,3,Approved
48,Earn Leave,2022-07-18,2022-07-27,2022-07-30,4,Approved
48,Casual Leave,2022-02-20,2022-02-27,2022-02-28,2,Approved
48,Casual Leave,2023-09-02,2023-09-11,2023-09-14,4,Approved
48,Earn Leave,2022-03-02,2022-03-07,2022-03-08,2,Approved
48,Casual Leave,2023-02-07,2023-02-15,2023-02-18,4,Approved
48,Casual Leave,2023-04-25,2023-05-02,2023-05-05,4,Approved
48,Earn Leave,2023-01-12,2023-01-21,2023-01-22,2,Approved
49,Casual Leave,2023-02-14,2023-02-22,2023-02-24,3,Approved
49,Earn Leave,2023-01-28,2023-02-05,2023-02-06,2,Approved
49,Casual Leave,2022-12-01,2022-12-09,2022-12-12,4,Approved
49,Casual Leave,2023-05-10,2023-05-16,2023-05-19,4,Approved
49,Earn Leave,2022-02-03,2022-02-12,2022-02-15,4,Approved
49,Earn Leave,2023-02-04,2023-02-09,2023-02-12,4,Approved
50,Earn Leave,2023-07-22,2023-07-29,2023-07-30,2,Approved
50,Casual Leave,2023-07-21,2023-07-29,2023-07-31,3,Approved
50,Sick Leave,2021-12-31,2022-01-05,2022-01-06,2,Approved
50,Earn Leave,2022-09-12,2022-09-20,2022-09-23,4,Approved
50,Earn Leave,2022-07-19,2022-07-27,2022-07-29,3,Approved
50,Casual Leave,2022-12-20,2022-12-25,2022-12-28,4,Approved
50,Casual Leave,2022-07-15,2022-07-22,2022-07-24,3,Approved
51,Casual Leave,2023-08-02,2023-08-11,2023-08-13,3,Approved
51,Earn Leave,2022-04-08,2022-04-16,2022-04-17,2,Approved
51,Casual Leave,2023-05-31,2023-06-07,2023-06-08,2,Approved
51,Earn Leave,2023-08-05,2023-08-11,2023-08-12,2,Approved
51,Casual Leave,2022-03-14,2022-03-20,2022-03-23,4,Approved
51,Casual Leave,2023-12-11,2023-12-20,2023-12-22,3,Approved
51,Casual Leave,2022-09-20,2022-09-28,2022-10-01,4,Approved
51,Earn Leave,2023-03-05,2023-03-11,2023-03-14,4,Approved
51,Earn Leave,2022-10-20,2022-10-28,2022-10-30,3,Approved
51,Casual Leave,2023-12-07,2023-12-13,2023-12-16,4,Approved
52,Casual Leave,2022-04-02,2022-04-11,2022-04-13,3,Approved
52,Earn Leave,2023-06-29,2023-07-07,2023-07-09,3,Approved
52,Casual Leave,2023-11-11,2023-11-16,2023-11-18,3,Approved
52,Earn Leave,2022-02-21,2022-03-02,2022-03-04,3,Approved
52,Casual Leave,2022-07-24,2022-07-31,2022-08-01,2,Rejected
52,Casual Leave,2023-07-29,2023-08-03,2023-08-06,4,Approved
52,Casual Leave,2023-05-04,2023-05-11,2023-05-13,3,Approved
52,Earn Leave,2022-05-19,2022-05-28,2022-05-31,4,Approved
53,Casual Leave,2022-10-14,2022-10-20,2022-10-23,4,Approved
53,Casual Leave,2023-11-16,2023-11-25,2023-11-28,4,Approved
53,Casual Leave,2023-04-21,2023-04-26,2023-04-29,4,Approved
53,Casual Leave,2023-06-29,2023-07-04,2023-07-07,4,Approved
53,Sick Leave,2022-01-04,2022-01-10,2022-01-11,2,Approved
53,Sick Leave,2022-08-03,2022-08-09,2022-08-11,3,Approved
53,Casual Leave,2022-02-06,2022-02-15,2022-02-18,4,Approved
53,Earn Leave,2023-12-17,2023-12-25,2023-12-28,4,Approved
53,Casual Leave,2022-12-25,2022-12-31,2023-01-02,3,Approved
53,Earn Leave,2023-01-25,2023-02-01,2023-02-03,3,Approved
54,Casual Leave,2023-03-25,2023-04-02,2023-04-05,4,Approved
54,Casual Leave,2022-06-01,2022-06-10,2022-06-11,2,Approved
54,Casual Leave,2023-01-25,2023-02-01,2023-02-02,2,Approved
54,Casual Leave,2022-03-04,2022-03-10,2022-03-13,4,Approved
54,Casual Leave,2022-04-12,2022-04-21,2022-04-23,3,Approved
54,Casual Leave,2022-11-28,2022-12-04,2022-12-07,4,Approved
54,Casual Leave,2022-03-18,2022-03-27,2022-03-29,3,Approved
54,Earn Leave,2022-07-05,2022-07-10,2022-07-12,3,Rejected
54,Casual Leave,2023-11-12,2023-11-17,2023-11-20,4,Approved
54,Earn Leave,2023-03-13,2023-03-20,2023-03-23,4,Approved
55,Casual Leave,2022-11-08,2022-11-13,2022-11-16,4,Approved
55,Casual Leave,2022-02-28,2022-03-06,2022-03-08,3,Approved
55,Earn Leave,2022-02-01,2022-02-09,2022-02-12,4,Rejected
55,Casual Leave,2022-07-15,2022-07-21,2022-07-22,2,Approved
55,Casual Leave,2022-12-15,2022-12-20,2022-12-22,3,Rejected
55,Earn Leave,2023-10-12,2023-10-17,2023-10-19,3,Approved
55,Sick Leave,2021-12-23,2021-12-30,2022-01-01,3,Approved
56,Casual Leave,2022-02-09,2022-02-15,2022-02-18,4,Approved
56,Sick Leave,2023-02-14,2023-02-20,2023-02-22,3,Approved
56,Casual Leave,2023-12-11,2023-12-19,2023-12-21,3,Approved
56,Sick Leave,2022-10-16,2022-10-23,2022-10-24,2,Approved
56,Casual Leave,2023-10-28,2023-11-03,2023-11-06,4,Rejected
57,Casual Leave,2022-08-23,2022-08-29,2022-08-30,2,Approved
58,Casual Leave,2022-05-23,2022-05-28,2022-05-30,3,Approved
58,Casual Leave,2023-10-22,2023-10-27,2023-10-29,3,Approved
58,Casual Leave,2022-07-22,2022-07-30,2022-07-31,2,Approved
58,Earn Leave,2022-09-14,2022-09-22,2022-09-24,3,Approved
58,Casual Leave,2022-12-31,2023-01-08,2023-01-10,3,Approved
58,Casual Leave,2022-04-03,2022-04-08,2022-04-10,3,Approved
58,Casual Leave,2023-09-01,2023-09-10,2023-09-11,2,Approved
59,Earn Leave,2021-12-30,2022-01-06,2022-01-09,4,Rejected
59,Earn Leave,2023-06-08,2023-06-14,2023-06-17,4,Approved
59,Earn Leave,2022-09-22,2022-09-30,2022-10-01,2,Approved
59,Casual Leave,2023-10-06,2023-10-11,2023-10-14,4,Approved
59,Casual Leave,2021-12-21,2021-12-29,2021-12-31,3,Approved
59,Casual Leave,2023-04-01,2023-04-09,2023-04-10,2,Rejected
60,Casual Leave,2023-07-07,2023-07-12,2023-07-14,3,Approved
60,Casual Leave,2022-11-21,2022-11-27,2022-11-28,2,Approved
60,Casual Leave,2023-03-22,2023-03-30,2023-04-02,4,Approved
60,Earn Leave,2022-11-12,2022-11-18,2022-11-20,3,Approved
60,Casual Leave,2023-10-10,2023-10-17,2023-10-19,3,Approved
60,Earn Leave,2022-07-12,2022-07-17,2022-07-18,2,Approved
61,Casual Leave,2023-03-22,2023-03-30,2023-04-02,4,Approved
62,Earn Leave,2022-03-03,2022-03-12,2022-03-14,3,Approved
62,Earn Leave,2023-08-27,2023-09-03,2023-09-04,2,Approved
63,Earn Leave,2022-12-01,2022-12-06,2022-12-07,2,Approved
63,Sick Leave,2021-12-25,2021-12-31,2022-01-02,3,Approved
63,Earn Leave,2023-08-11,2023-08-18,2023-08-20,3,Approved
63,Sick Leave,2022-03-26,2022-04-03,2022-04-05,3,Approved
63,Casual Leave,2022-05-15,2022-05-20,2022-05-22,3,Approved
63,Casual Leave,2022-07-13,2022-07-20,2022-07-22,3,Approved
63,Earn Leave,2023-11-18,2023-11-24,2023-11-26,3,Approved
63,Casual Leave,2023-11-11,2023-11-20,2023-11-21,2,Rejected
64,Casual Leave,2023-11-23,2023-11-28,2023-11-29,2,Approved
65,Casual Leave,2023-05-21,2023-05-27,2023-05-29,3,Approved
65,Casual Leave,2023-09-01,2023-09-09,2023-09-11,3,Approved
65,Earn Leave,2022-03-31,2022-04-09,2022-04-11,3,Approved
65,Earn Leave,2022-10-08,2022-10-17,2022-10-19,3,Approved
65,Casual Leave,2022-11-03,2022-11-09,2022-11-11,3,Approved
66,Earn Leave,2023-03-25,2023-03-31,2023-04-01,2,Approved
66,Casual Leave,2022-02-15,2022-02-21,2022-02-22,2,Approved
66,Casual Leave,2022-01-06,2022-01-13,2022-01-15,3,Approved
66,Earn Leave,2023-03-05,2023-03-11,2023-03-13,3,Rejected
67,Sick Leave,2022-03-12,2022-03-21,2022-03-24,4,Approved
67,Casual Leave,2022-02-05,2022-02-10,2022-02-11,2,Approved
67,Earn Leave,2023-04-08,2023-04-16,2023-04-19,4,Approved
67,Casual Leave,2023-11-10,2023-11-17,2023-11-20,4,Rejected
67,Earn Leave,2022-11-19,2022-11-25,2022-11-26,2,Approved
67,Earn Leave,2023-05-01,2023-05-07,2023-05-09,3,Approved
67,Casual Leave,2023-09-11,2023-09-18,2023-09-19,2,Rejected
68,Casual Leave,2023-01-19,2023-01-27,2023-01-29,3,Approved
68,Casual Leave,2023-11-03,2023-11-08,2023-11-09,2,Approved
68,Casual Leave,2023-04-21,2023-04-26,2023-04-29,4,Approved
68,Earn Leave,2023-03-06,2023-03-15,2023-03-16,2,Approved
68,Sick Leave,2022-06-25,2022-07-04,2022-07-05,2,Approved
68,Casual Leave,2022-03-16,2022-03-25,2022-03-27,3,Approved
68,Casual Leave,2022-03-03,2022-03-09,2022-03-11,3,Approved
68,Casual Leave,2023-05-25,2023-06-02,2023-06-03,2,Approved
68,Casual Leave,2022-07-03,2022-07-11,2022-07-13,3,Approved
68,Casual Leave,2022-03-31,2022-04-05,2022-04-06,2,Approved
