ORDER_KEY,CUST_KEY,ORDER_STATUS,TOTAL_PRICE,ORDER_DATE,ORDER_PRIORITY,CLERK,SHIP_PRIORITY
5195652,2323,F,54350.07,1994-12-06,4-NOT SPECIFIED,Clerk#000000908,0
5199463,1081,F,230726.80,1995-02-01,4-NOT SPECIFIED,Clerk#000000021,0
5202919,1691,O,71005.31,1995-06-13,2-HIGH,Clerk#000000605,0
5207298,2114,O,77151.49,1996-08-11,3-MEDIUM,Clerk#000000311,0
5218752,1657,F,9639.16,1995-04-11,5-LOW,Clerk#000000286,0
5231238,496,F,191380.08,1994-11-20,1-URGENT,Clerk#000000373,0
5243493,370,F,43940.28,1993-04-29,3-MEDIUM,Clerk#000000026,0
5250883,1618,F,39043.98,1994-09-20,1-URGENT,Clerk#000000779,0
5252196,1306,O,230415.20,1997-06-12,1-URGENT,Clerk#000000308,0
5256773,2170,F,76161.37,1994-09-02,3-MEDIUM,Clerk#000000541,0
5262498,25,O,78652.46,1996-12-27,3-MEDIUM,Clerk#000000883,0
5269508,2342,O,112099.15,1996-07-12,4-NOT SPECIFIED,Clerk#000000975,0
5271778,1657,F,245690.82,1993-11-27,2-HIGH,Clerk#000000411,0
5273477,2171,F,135892.60,1994-08-22,1-URGENT,Clerk#000000778,0
5281378,1403,F,70978.14,1994-10-26,3-MEDIUM,Clerk#000000424,0
5284034,1376,F,258323.88,1993-11-17,3-MEDIUM,Clerk#000000712,0
5284128,1468,F,5487.66,1995-01-02,3-MEDIUM,Clerk#000000761,0
5289856,908,O,247039.65,1996-04-26,4-NOT SPECIFIED,Clerk#000000267,0
5299042,938,O,208986.27,1996-01-06,1-URGENT,Clerk#000000475,0
5300773,1664,F,90984.04,1992-02-05,2-HIGH,Clerk#000000501,0
5303008,370,F,63170.94,1993-04-28,1-URGENT,Clerk#000000457,0
5309026,1217,F,123707.56,1994-06-07,1-URGENT,Clerk#000000231,0
5314436,2170,O,34871.40,1995-10-24,5-LOW,Clerk#000000006,0
5318950,1006,F,10681.81,1992-09-04,3-MEDIUM,Clerk#000000197,0
5323749,934,O,105003.53,1996-08-20,1-URGENT,Clerk#000000282,0
5336676,1327,F,121661.25,1992-07-22,4-NOT SPECIFIED,Clerk#000000883,0
5342692,472,O,114514.52,1998-01-07,4-NOT SPECIFIED,Clerk#000000177,0
5349249,886,O,208225.08,1996-01-10,5-LOW,Clerk#000000356,0
5354082,2171,F,198637.64,1992-01-09,5-LOW,Clerk#000000530,0
5354439,886,F,84935.22,1995-02-08,1-URGENT,Clerk#000000945,0
5358439,2071,O,32083.39,1998-01-02,3-MEDIUM,Clerk#000000715,0
5362114,938,F,148350.72,1994-08-31,4-NOT SPECIFIED,Clerk#000000651,0
5365248,886,O,298871.30,1998-07-02,2-HIGH,Clerk#000000292,0
5366279,1006,F,118198.36,1994-06-29,5-LOW,Clerk#000000547,0
5369927,2347,F,116203.39,1992-04-12,5-LOW,Clerk#000000304,0
5370149,2141,F,154918.67,1992-10-19,1-URGENT,Clerk#000000229,0
5384295,1327,O,52829.62,1997-12-14,4-NOT SPECIFIED,Clerk#000000450,0
102,716,O,164529.10,1997-05-09,2-HIGH,Clerk#000000596,0
8551,1468,F,167320.46,1994-07-30,1-URGENT,Clerk#000000502,0
12800,1009,F,334244.32,1993-05-23,5-LOW,Clerk#000000898,0
17862,742,F,230634.00,1992-05-08,4-NOT SPECIFIED,Clerk#000000814,0
21729,901,F,351146.48,1992-12-07,5-LOW,Clerk#000000577,0
30625,1657,F,231270.88,1993-02-09,1-URGENT,Clerk#000000373,0
42054,1228,F,206110.81,1992-09-15,3-MEDIUM,Clerk#000000631,0
50086,934,F,98576.66,1992-09-20,3-MEDIUM,Clerk#000000681,0
53283,38,O,215180.08,1995-10-29,2-HIGH,Clerk#000000802,0
53957,680,O,118452.91,1997-10-16,1-URGENT,Clerk#000000068,0
55492,901,O,212488.07,1995-09-20,1-URGENT,Clerk#000000105,0
62338,1006,F,46237.32,1995-01-20,1-URGENT,Clerk#000000185,0
66791,934,F,39940.18,1992-08-18,4-NOT SPECIFIED,Clerk#000000777,0
82343,629,O,241141.11,1996-05-09,5-LOW,Clerk#000000212,0
88134,961,F,269124.93,1992-01-24,1-URGENT,Clerk#000000428,0
89028,1009,O,84047.68,1998-07-11,5-LOW,Clerk#000000540,0
106691,908,O,74775.55,1996-10-21,3-MEDIUM,Clerk#000000969,0
112967,1273,O,301819.39,1996-05-17,4-NOT SPECIFIED,Clerk#000000079,0
136836,1421,F,47543.61,1995-04-19,2-HIGH,Clerk#000000462,0
138657,98,O,213691.78,1996-04-08,4-NOT SPECIFIED,Clerk#000000588,0
140866,2074,F,41382.38,1994-03-22,4-NOT SPECIFIED,Clerk#000000073,0
147873,1715,O,344155.04,1996-06-28,3-MEDIUM,Clerk#000000758,0
151971,1715,O,81242.39,1997-05-31,3-MEDIUM,Clerk#000000057,0
156710,2071,F,8630.63,1994-01-27,3-MEDIUM,Clerk#000000899,0
158758,496,F,13016.40,1994-11-15,5-LOW,Clerk#000000826,0
164322,245,F,112746.01,1994-07-15,4-NOT SPECIFIED,Clerk#000000943,0
164806,860,F,93524.47,1993-04-16,2-HIGH,Clerk#000000528,0
170406,799,O,170485.75,1997-04-23,3-MEDIUM,Clerk#000000434,0
176741,886,O,24077.05,1997-11-04,5-LOW,Clerk#000000540,0
184455,205,F,247706.92,1992-12-20,2-HIGH,Clerk#000000873,0
185348,2074,F,96690.35,1992-11-01,1-URGENT,Clerk#000000165,0
185985,1009,O,91043.98,1996-04-06,2-HIGH,Clerk#000000761,0
187685,2347,O,148690.17,1998-04-16,3-MEDIUM,Clerk#000000312,0
202820,370,O,182284.11,1997-02-17,4-NOT SPECIFIED,Clerk#000000818,0
224806,472,F,125284.11,1994-03-25,3-MEDIUM,Clerk#000000435,0
225184,1468,O,48048.78,1997-06-09,3-MEDIUM,Clerk#000000744,0
235335,1715,O,275233.50,1996-08-06,3-MEDIUM,Clerk#000000749,0
236450,1468,F,8475.87,1995-02-17,5-LOW,Clerk#000000720,0
239878,1928,O,260481.99,1998-03-11,1-URGENT,Clerk#000000384,0
242594,466,F,289778.19,1992-02-19,2-HIGH,Clerk#000000805,0
243331,806,O,137288.09,1995-08-05,2-HIGH,Clerk#000000703,0
245025,1252,F,155502.71,1995-02-22,2-HIGH,Clerk#000000698,0
247522,1657,F,272281.40,1993-03-05,4-NOT SPECIFIED,Clerk#000000320,0
255943,1468,O,208877.60,1998-04-14,2-HIGH,Clerk#000000733,0
266371,1657,O,104550.52,1996-09-08,3-MEDIUM,Clerk#000000939,0
271075,1739,F,156377.02,1993-04-11,1-URGENT,Clerk#000000406,0
277157,1006,O,124542.59,1996-07-02,1-URGENT,Clerk#000000591,0
278211,1327,F,81011.08,1994-08-08,5-LOW,Clerk#000000111,0
299042,799,P,177359.08,1995-05-22,5-LOW,Clerk#000000450,0
305761,1403,O,70272.37,1997-10-19,1-URGENT,Clerk#000000929,0
307524,1618,F,164148.61,1993-12-23,2-HIGH,Clerk#000000508,0
308385,496,O,165313.39,1997-07-07,1-URGENT,Clerk#000000664,0
318471,472,F,297955.18,1992-07-24,3-MEDIUM,Clerk#000000332,0
320005,466,F,186219.42,1994-04-18,1-URGENT,Clerk#000000114,0
325953,2114,F,269031.67,1993-07-01,3-MEDIUM,Clerk#000000857,0
330404,25,O,328890.87,1996-09-22,1-URGENT,Clerk#000000124,0
333539,799,F,73439.11,1992-05-06,4-NOT SPECIFIED,Clerk#000000713,0
334182,836,O,147471.41,1998-03-13,4-NOT SPECIFIED,Clerk#000000775,0
344359,1928,F,1067.17,1993-03-25,5-LOW,Clerk#000000148,0
345858,25,O,35531.10,1998-06-15,2-HIGH,Clerk#000000019,0
351265,2170,F,43326.28,1994-05-28,5-LOW,Clerk#000000727,0
354567,1306,F,239059.06,1993-12-04,4-NOT SPECIFIED,Clerk#000000517,0
361671,98,O,221850.41,1998-01-29,4-NOT SPECIFIED,Clerk#000000783,0
369248,1691,O,50627.15,1997-03-19,4-NOT SPECIFIED,Clerk#000000738,0
373891,1273,O,370673.21,1997-11-04,4-NOT SPECIFIED,Clerk#000000020,0
374087,1693,O,159574.63,1997-06-28,1-URGENT,Clerk#000000778,0
374918,799,F,6504.81,1993-09-25,1-URGENT,Clerk#000000409,0
387780,469,F,238449.53,1992-03-21,4-NOT SPECIFIED,Clerk#000000381,0
393478,1228,O,250712.43,1996-03-25,5-LOW,Clerk#000000210,0
402022,245,O,42592.66,1996-04-06,4-NOT SPECIFIED,Clerk#000000324,0
412485,469,F,190729.10,1995-01-12,3-MEDIUM,Clerk#000000269,0
417956,2171,O,49756.51,1995-09-13,2-HIGH,Clerk#000000043,0
418179,2074,O,97353.04,1998-01-06,5-LOW,Clerk#000000869,0
426949,1982,O,45771.70,1997-02-12,1-URGENT,Clerk#000000964,0
432930,466,F,24551.18,1993-09-21,1-URGENT,Clerk#000000846,0
459783,1273,F,2072.44,1994-04-10,4-NOT SPECIFIED,Clerk#000000278,0
465285,806,F,68992.16,1992-12-19,1-URGENT,Clerk#000000548,0
474567,563,O,39889.04,1997-08-09,3-MEDIUM,Clerk#000000650,0
476166,799,O,324658.19,1998-01-04,5-LOW,Clerk#000000413,0
493440,320,F,59374.53,1993-12-13,4-NOT SPECIFIED,Clerk#000000045,0
497122,1664,P,202331.29,1995-04-17,2-HIGH,Clerk#000000769,0
497731,2114,F,254030.38,1992-11-09,3-MEDIUM,Clerk#000000156,0
509991,1081,O,176232.99,1996-04-27,2-HIGH,Clerk#000000325,0
511713,716,F,60319.64,1992-04-20,5-LOW,Clerk#000000236,0
511812,1306,O,62163.04,1996-03-24,5-LOW,Clerk#000000781,0
512195,25,O,68001.87,1996-08-13,1-URGENT,Clerk#000000133,0
523171,815,F,379966.98,1993-08-17,2-HIGH,Clerk#000000685,0
529666,496,F,64329.66,1992-01-27,5-LOW,Clerk#000000064,0
530373,2114,F,43795.10,1993-04-01,5-LOW,Clerk#000000094,0
536612,563,P,79511.98,1995-04-05,4-NOT SPECIFIED,Clerk#000000939,0
543334,1693,F,232768.68,1994-06-06,4-NOT SPECIFIED,Clerk#000000724,0
547042,1327,F,148485.28,1993-01-09,5-LOW,Clerk#000000563,0
558241,2170,O,10987.12,1995-07-04,1-URGENT,Clerk#000000505,0
559843,563,F,255088.94,1992-10-13,3-MEDIUM,Clerk#000000352,0
563808,2141,O,291972.95,1996-07-13,1-URGENT,Clerk#000000445,0
574881,370,F,26923.54,1993-02-09,5-LOW,Clerk#000000346,0
580037,1081,F,94769.29,1993-08-03,4-NOT SPECIFIED,Clerk#000000399,0
5400032,416,F,24285.54,1993-03-30,5-LOW,Clerk#000000584,0
5402882,1895,F,215187.97,1992-12-27,2-HIGH,Clerk#000000508,0
5406630,806,F,310327.25,1994-11-27,1-URGENT,Clerk#000000022,0
5407616,1403,F,163029.46,1994-11-18,2-HIGH,Clerk#000000536,0
5408741,815,O,150267.56,1997-07-25,4-NOT SPECIFIED,Clerk#000000922,0
5429255,1286,F,105818.24,1992-06-08,4-NOT SPECIFIED,Clerk#000000193,0
5448548,1468,O,156184.84,1996-06-24,2-HIGH,Clerk#000000444,0
5455296,1252,O,15535.15,1996-11-12,5-LOW,Clerk#000000292,0
5460900,1376,O,243413.15,1995-12-10,1-URGENT,Clerk#000000156,0
5463747,1739,O,15351.75,1996-08-15,4-NOT SPECIFIED,Clerk#000000838,0
5465703,536,O,188511.73,1995-08-27,4-NOT SPECIFIED,Clerk#000000836,0
5484868,1894,F,17358.61,1993-06-05,4-NOT SPECIFIED,Clerk#000000562,0
5487171,1228,F,79069.69,1992-05-01,5-LOW,Clerk#000000340,0
5496389,68,F,225608.47,1994-02-04,3-MEDIUM,Clerk#000000279,0
5502946,2074,O,217602.71,1998-04-30,3-MEDIUM,Clerk#000000496,0
5506310,961,F,4281.58,1993-05-24,5-LOW,Clerk#000000230,0
5528293,536,F,144390.47,1992-06-29,5-LOW,Clerk#000000651,0
5536097,1403,O,65134.13,1997-11-29,4-NOT SPECIFIED,Clerk#000000259,0
5539877,961,O,108430.38,1997-11-07,4-NOT SPECIFIED,Clerk#000000336,0
5549728,320,O,171261.46,1995-09-15,5-LOW,Clerk#000000869,0
5550372,961,F,193547.41,1994-03-04,5-LOW,Clerk#000000466,0
5552930,1273,F,111657.38,1994-02-25,1-URGENT,Clerk#000000657,0
5559748,836,F,87792.44,1992-08-12,1-URGENT,Clerk#000000705,0
5559940,1693,F,135724.22,1993-09-02,1-URGENT,Clerk#000000457,0
5575334,860,O,151309.64,1995-09-26,3-MEDIUM,Clerk#000000270,0
5577408,1006,O,277561.39,1997-10-19,3-MEDIUM,Clerk#000000392,0
5594052,469,O,198209.45,1996-08-17,2-HIGH,Clerk#000000453,0
5597664,1081,F,333692.13,1993-05-17,2-HIGH,Clerk#000000773,0
5606342,2323,O,18235.95,1997-01-12,1-URGENT,Clerk#000000314,0
5608513,836,F,249124.09,1994-01-29,4-NOT SPECIFIED,Clerk#000000941,0
5621349,25,O,229187.31,1998-04-09,3-MEDIUM,Clerk#000000505,0
5627781,1306,F,153636.90,1992-02-14,2-HIGH,Clerk#000000660,0
5627911,1228,O,27270.01,1997-11-20,3-MEDIUM,Clerk#000000004,0
5631591,2347,F,190191.31,1993-01-02,4-NOT SPECIFIED,Clerk#000000139,0
5632773,934,F,141213.25,1995-02-17,1-URGENT,Clerk#000000056,0
5639463,961,O,201479.22,1997-12-31,2-HIGH,Clerk#000000097,0
5642532,536,F,46793.19,1992-04-03,3-MEDIUM,Clerk#000000949,0
5646336,370,O,278602.44,1996-06-10,2-HIGH,Clerk#000000717,0
5653440,860,O,165572.66,1997-11-23,3-MEDIUM,Clerk#000000230,0
5655393,469,F,129663.66,1993-07-25,1-URGENT,Clerk#000000198,0
5659392,2171,F,309434.01,1994-08-14,5-LOW,Clerk#000000187,0
5662625,1100,O,221451.23,1996-06-05,5-LOW,Clerk#000000741,0
5664163,469,O,189868.84,1996-03-12,4-NOT SPECIFIED,Clerk#000000774,0
5671073,1928,O,268021.13,1996-06-01,4-NOT SPECIFIED,Clerk#000000758,0
5675106,1006,F,222066.01,1992-04-24,5-LOW,Clerk#000000399,0
5679744,680,F,244673.69,1993-01-09,1-URGENT,Clerk#000000407,0
5685955,2170,O,77961.77,1995-06-29,5-LOW,Clerk#000000444,0
5695106,2071,F,131788.62,1992-09-21,5-LOW,Clerk#000000175,0
5696706,370,F,47977.78,1994-08-09,1-URGENT,Clerk#000000345,0
5719907,1228,F,165868.19,1994-10-06,3-MEDIUM,Clerk#000000103,0
5722277,961,O,160344.80,1997-06-26,2-HIGH,Clerk#000000704,0
5726979,860,F,150097.86,1994-05-04,3-MEDIUM,Clerk#000000650,0
5727815,964,F,214455.85,1994-08-06,2-HIGH,Clerk#000000451,0
5727844,815,O,83527.21,1995-07-20,4-NOT SPECIFIED,Clerk#000000541,0
5732199,629,O,255118.96,1996-09-10,2-HIGH,Clerk#000000265,0
5734055,1327,O,165016.85,1996-09-11,5-LOW,Clerk#000000904,0
5736487,113,F,45132.94,1993-07-30,1-URGENT,Clerk#000000791,0
5739076,25,O,191006.24,1998-01-11,4-NOT SPECIFIED,Clerk#000000483,0
5757729,742,O,185190.62,1997-04-28,3-MEDIUM,Clerk#000000065,0
5758405,1421,P,175735.52,1995-05-09,5-LOW,Clerk#000000667,0
5761894,563,F,267659.03,1995-01-26,1-URGENT,Clerk#000000436,0
5774343,466,F,157844.53,1992-03-31,2-HIGH,Clerk#000000951,0
5782436,1081,F,200807.36,1992-02-19,4-NOT SPECIFIED,Clerk#000000141,0
5784512,1468,O,142929.12,1996-11-10,4-NOT SPECIFIED,Clerk#000000587,0
5813670,815,O,173312.91,1995-04-29,3-MEDIUM,Clerk#000000386,0
5816961,1327,O,128568.03,1997-10-03,3-MEDIUM,Clerk#000000875,0
5824579,1228,F,247093.78,1993-04-26,2-HIGH,Clerk#000000486,0
5827873,2170,O,153393.87,1997-04-27,4-NOT SPECIFIED,Clerk#000000121,0
5839616,1481,O,84432.80,1997-04-26,5-LOW,Clerk#000000813,0
5845412,860,F,220337.77,1993-05-01,2-HIGH,Clerk#000000867,0
5848097,466,O,9062.70,1995-05-17,3-MEDIUM,Clerk#000000081,0
5874336,1376,F,298655.00,1994-03-15,3-MEDIUM,Clerk#000000815,0
5878630,2071,O,3940.35,1997-01-31,2-HIGH,Clerk#000000002,0
5879654,1327,F,260867.74,1992-01-30,4-NOT SPECIFIED,Clerk#000000196,0
5886500,2323,F,332839.74,1992-02-04,3-MEDIUM,Clerk#000000146,0
5907905,1306,F,62268.58,1994-09-13,2-HIGH,Clerk#000000569,0
5917184,964,F,284920.51,1994-06-13,3-MEDIUM,Clerk#000000002,0
5923907,113,O,212178.22,1995-10-10,3-MEDIUM,Clerk#000000367,0
5925216,98,O,162207.11,1996-12-20,3-MEDIUM,Clerk#000000402,0
5938048,2347,O,106132.51,1995-11-27,5-LOW,Clerk#000000280,0
5942407,205,F,136706.98,1995-03-02,5-LOW,Clerk#000000715,0
5945056,1009,O,75277.87,1997-07-15,1-URGENT,Clerk#000000092,0
5945670,1895,O,200298.56,1997-05-19,1-URGENT,Clerk#000000198,0
5949540,836,F,144870.84,1992-03-09,2-HIGH,Clerk#000000281,0
5953185,2204,F,124857.85,1994-06-22,5-LOW,Clerk#000000779,0
5957344,742,O,399146.75,1997-04-08,2-HIGH,Clerk#000000428,0
5963840,799,F,48325.33,1994-12-28,2-HIGH,Clerk#000000220,0
5966054,472,O,95726.41,1998-03-05,1-URGENT,Clerk#000000367,0
5967300,370,F,278829.47,1993-11-11,5-LOW,Clerk#000000890,0
5969350,469,F,236935.92,1995-01-19,2-HIGH,Clerk#000000942,0
5972644,2347,O,266873.21,1995-07-04,1-URGENT,Clerk#000000032,0
5979142,25,P,112946.73,1995-06-01,4-NOT SPECIFIED,Clerk#000000739,0
5988833,1286,O,424568.72,1996-05-21,1-URGENT,Clerk#000000463,0
5991748,472,F,63723.25,1992-09-13,3-MEDIUM,Clerk#000000003,0
5993152,1306,F,338259.49,1994-02-16,4-NOT SPECIFIED,Clerk#000000567,0
5995780,836,O,55709.59,1997-11-09,2-HIGH,Clerk#000000971,0
5997765,2114,O,221645.15,1997-01-21,4-NOT SPECIFIED,Clerk#000000106,0
3000002,1481,O,297999.63,1995-07-28,1-URGENT,Clerk#000000547,0
3022977,1081,F,185536.62,1993-01-23,2-HIGH,Clerk#000000678,0
3027587,2071,O,120902.12,1996-01-05,2-HIGH,Clerk#000000319,0
3042400,2323,F,133579.01,1993-10-25,2-HIGH,Clerk#000000757,0
3048289,1715,O,63102.88,1997-09-25,3-MEDIUM,Clerk#000000408,0
3049189,1252,F,315648.78,1994-10-23,1-URGENT,Clerk#000000049,0
3057731,938,O,223657.39,1995-08-05,3-MEDIUM,Clerk#000000940,0
3065127,1894,F,88593.13,1993-11-25,3-MEDIUM,Clerk#000000966,0
3075940,1657,F,26590.94,1993-01-14,4-NOT SPECIFIED,Clerk#000000749,0
3082343,1286,F,39714.63,1995-02-08,3-MEDIUM,Clerk#000000410,0
3097024,1715,O,253011.06,1997-11-23,5-LOW,Clerk#000000202,0
3097187,1894,O,142130.60,1996-12-25,4-NOT SPECIFIED,Clerk#000000656,0
3098180,886,O,152986.85,1997-11-15,2-HIGH,Clerk#000000789,0
3098497,245,O,67048.46,1997-05-17,4-NOT SPECIFIED,Clerk#000000943,0
3103686,2170,F,256446.24,1992-04-11,3-MEDIUM,Clerk#000000934,0
3106471,1006,O,185597.11,1997-06-16,2-HIGH,Clerk#000000102,0
3107399,2170,F,158079.75,1994-01-18,4-NOT SPECIFIED,Clerk#000000927,0
3108738,964,F,257090.57,1992-11-29,4-NOT SPECIFIED,Clerk#000000095,0
3109189,1006,F,150295.53,1994-07-13,5-LOW,Clerk#000000133,0
3115239,1982,O,60139.88,1995-12-01,3-MEDIUM,Clerk#000000570,0
3120674,25,O,178014.76,1996-07-19,4-NOT SPECIFIED,Clerk#000000682,0
3123910,961,O,382630.80,1995-07-05,4-NOT SPECIFIED,Clerk#000000074,0
3127490,2074,F,200670.65,1992-10-31,5-LOW,Clerk#000000745,0
3129604,961,F,69939.87,1993-06-01,2-HIGH,Clerk#000000950,0
3133120,536,O,51116.93,1997-09-24,2-HIGH,Clerk#000000064,0
3138625,1327,F,99945.82,1993-05-07,3-MEDIUM,Clerk#000000500,0
3139425,799,O,153321.06,1997-07-04,4-NOT SPECIFIED,Clerk#000000283,0
3154050,1009,O,219675.38,1998-06-11,4-NOT SPECIFIED,Clerk#000000689,0
3156037,496,F,212958.75,1993-10-26,3-MEDIUM,Clerk#000000798,0
3157984,1894,O,92750.19,1997-07-13,3-MEDIUM,Clerk#000000234,0
3162144,1894,F,100647.21,1994-02-16,5-LOW,Clerk#000000138,0
3162246,742,F,413910.47,1994-07-20,1-URGENT,Clerk#000000278,0
3162278,815,O,234877.29,1995-12-06,2-HIGH,Clerk#000000335,0
3168421,1217,O,136318.19,1995-12-19,4-NOT SPECIFIED,Clerk#000000983,0
3172806,2264,O,111992.42,1995-07-17,5-LOW,Clerk#000000398,0
3176290,2170,O,150397.83,1996-01-02,3-MEDIUM,Clerk#000000783,0
3180263,836,O,345753.36,1997-12-22,3-MEDIUM,Clerk#000000620,0
3182567,496,O,87497.41,1998-07-11,3-MEDIUM,Clerk#000000850,0
3187045,1327,F,78289.71,1993-03-30,3-MEDIUM,Clerk#000000132,0
3191494,1894,F,179876.05,1994-02-18,1-URGENT,Clerk#000000696,0
