ORDER_KEY,CUST_KEY,ORDER_STATUS,TOTAL_PRICE,ORDER_DATE,ORDER_PRIORITY,CLERK,SHIP_PRIORITY
442016,1171,O,267039.55,1996-01-02,5-LOW,Clerk#000000380,0
445093,1897,F,67431.38,1993-04-02,5-LOW,Clerk#000000882,0
449154,2300,F,175516.24,1994-05-27,4-NOT SPECIFIED,Clerk#000000433,0
451207,1129,O,156739.03,1996-12-28,4-NOT SPECIFIED,Clerk#000000694,0
455009,688,F,239372.71,1993-03-02,5-LOW,Clerk#000000335,0
459590,1640,O,102647.90,1996-06-12,4-NOT SPECIFIED,Clerk#000000649,0
466087,2158,F,168365.79,1995-01-15,2-HIGH,Clerk#000000419,0
472518,2120,O,72322.94,1998-03-23,4-NOT SPECIFIED,Clerk#000000364,0
495303,1126,F,102155.77,1992-11-26,3-MEDIUM,Clerk#000000448,0
495328,2006,F,20373.09,1992-06-19,1-URGENT,Clerk#000000682,0
498113,2320,F,114880.13,1993-04-18,2-HIGH,Clerk#000000879,0
504096,1781,F,248792.30,1992-05-24,2-HIGH,Clerk#000000597,0
512135,829,F,207876.39,1993-09-12,3-MEDIUM,Clerk#000000431,0
519139,1022,F,154761.80,1992-10-28,3-MEDIUM,Clerk#000000391,0
523425,1397,F,60883.09,1993-11-20,4-NOT SPECIFIED,Clerk#000000328,0
529472,463,O,131722.13,1996-06-28,4-NOT SPECIFIED,Clerk#000000414,0
545025,152,F,54070.80,1993-01-14,1-URGENT,Clerk#000000877,0
545218,28,F,224684.48,1992-07-16,4-NOT SPECIFIED,Clerk#000000648,0
545922,1685,O,16812.59,1996-11-01,3-MEDIUM,Clerk#000000594,0
550437,2479,O,27998.57,1997-08-09,5-LOW,Clerk#000000400,0
567716,695,O,226808.75,1998-04-03,4-NOT SPECIFIED,Clerk#000000981,0
569859,1126,F,233340.73,1993-09-22,5-LOW,Clerk#000000829,0
575236,2200,O,129189.25,1997-06-21,5-LOW,Clerk#000000545,0
576740,2434,F,149187.08,1994-06-11,2-HIGH,Clerk#000000788,0
582496,1126,O,218701.62,1997-11-14,3-MEDIUM,Clerk#000000674,0
589217,574,F,246994.79,1992-10-26,3-MEDIUM,Clerk#000000436,0
597092,574,O,211960.16,1997-06-24,2-HIGH,Clerk#000000591,0
599362,1060,F,71831.36,1993-06-12,3-MEDIUM,Clerk#000000349,0
3610080,214,F,246858.86,1993-10-06,1-URGENT,Clerk#000000225,0
3610467,1885,O,52158.14,1996-09-13,3-MEDIUM,Clerk#000000745,0
3616384,382,O,77926.88,1996-08-21,3-MEDIUM,Clerk#000000256,0
3618272,382,O,262446.26,1996-10-11,1-URGENT,Clerk#000000661,0
3619296,1781,O,33711.37,1997-06-19,4-NOT SPECIFIED,Clerk#000000741,0
3622501,1781,O,172452.58,1996-08-15,4-NOT SPECIFIED,Clerk#000000339,0
3636614,382,O,13901.43,1997-01-29,4-NOT SPECIFIED,Clerk#000000044,0
3640352,28,F,248939.07,1994-10-20,5-LOW,Clerk#000000875,0
3645413,214,O,33185.90,1996-03-27,2-HIGH,Clerk#000000795,0
3648194,316,F,66943.91,1993-10-27,1-URGENT,Clerk#000000242,0
3648645,1685,F,116325.45,1992-01-18,4-NOT SPECIFIED,Clerk#000000993,0
3649414,1781,F,107782.99,1994-03-06,4-NOT SPECIFIED,Clerk#000000249,0
3650976,695,F,319086.13,1993-04-11,4-NOT SPECIFIED,Clerk#000000712,0
3673568,2320,F,173131.85,1992-09-26,2-HIGH,Clerk#000000644,0
3699360,1030,F,76574.13,1993-02-08,2-HIGH,Clerk#000000257,0
3719044,2434,F,86506.84,1993-04-27,5-LOW,Clerk#000000457,0
3720032,382,O,58404.39,1997-11-06,3-MEDIUM,Clerk#000000722,0
3720710,1738,F,228117.43,1993-04-05,5-LOW,Clerk#000000740,0
3729606,1384,O,212962.37,1995-08-26,1-URGENT,Clerk#000000156,0
3731586,1465,O,167778.13,1996-06-06,5-LOW,Clerk#000000181,0
3732196,37,O,124990.99,1996-11-14,2-HIGH,Clerk#000000043,0
3739909,620,O,85856.84,1996-05-03,2-HIGH,Clerk#000000097,0
3756292,1205,O,43662.03,1997-10-16,3-MEDIUM,Clerk#000000236,0
3770438,2006,P,133135.73,1995-05-14,3-MEDIUM,Clerk#000000611,0
3771811,382,F,12797.08,1992-10-18,1-URGENT,Clerk#000000114,0
3772225,28,F,202091.42,1993-06-10,2-HIGH,Clerk#000000742,0
3779426,2300,F,99168.65,1994-01-17,2-HIGH,Clerk#000000330,0
3784803,1129,O,228545.99,1995-08-06,4-NOT SPECIFIED,Clerk#000000560,0
3787494,1129,O,72051.55,1996-04-16,1-URGENT,Clerk#000000935,0
3787526,2216,F,97378.90,1994-11-18,5-LOW,Clerk#000000393,0
3793218,1384,O,11796.86,1996-05-04,2-HIGH,Clerk#000000991,0
3808644,1738,O,53993.94,1997-05-24,5-LOW,Clerk#000000359,0
3815718,91,F,213349.64,1994-03-05,1-URGENT,Clerk#000000693,0
3818981,1022,F,258883.54,1993-10-14,2-HIGH,Clerk#000000011,0
3826854,1897,F,19146.38,1992-10-11,4-NOT SPECIFIED,Clerk#000000295,0
3829123,2479,O,83507.44,1996-06-20,4-NOT SPECIFIED,Clerk#000000476,0
3830468,1897,O,214515.32,1995-07-29,4-NOT SPECIFIED,Clerk#000000453,0
3847810,1205,F,7394.51,1992-02-11,5-LOW,Clerk#000000420,0
3859493,1331,F,124897.72,1994-05-12,2-HIGH,Clerk#000000181,0
3865442,688,O,241304.20,1997-04-28,2-HIGH,Clerk#000000187,0
3869060,1738,O,137881.59,1995-12-21,1-URGENT,Clerk#000000947,0
3869665,2120,O,51294.86,1996-07-01,3-MEDIUM,Clerk#000000624,0
3874724,1025,F,203482.46,1994-07-13,2-HIGH,Clerk#000000393,0
3878114,316,F,250674.24,1994-12-27,2-HIGH,Clerk#000000884,0
3890497,1574,O,106912.61,1997-06-08,1-URGENT,Clerk#000000860,0
3893573,316,O,112115.21,1996-02-04,4-NOT SPECIFIED,Clerk#000000531,0
3908324,2320,F,31233.57,1993-11-22,4-NOT SPECIFIED,Clerk#000000270,0
3911077,1685,F,283973.58,1993-04-17,4-NOT SPECIFIED,Clerk#000000046,0
3920870,1171,F,237764.87,1994-07-08,5-LOW,Clerk#000000938,0
3921095,590,P,285157.11,1995-04-05,1-URGENT,Clerk#000000970,0
3921249,2134,O,36984.32,1996-04-15,4-NOT SPECIFIED,Clerk#000000605,0
3929250,2434,O,258237.53,1995-12-11,2-HIGH,Clerk#000000162,0
3935364,2434,P,122544.66,1995-05-15,4-NOT SPECIFIED,Clerk#000000408,0
3937826,1384,F,116316.51,1994-10-30,1-URGENT,Clerk#000000556,0
3947232,2434,F,80951.23,1992-07-05,4-NOT SPECIFIED,Clerk#000000138,0
3948612,214,O,79282.53,1998-07-26,1-URGENT,Clerk#000000987,0
3950849,28,O,198902.89,1996-12-20,5-LOW,Clerk#000000228,0
3952005,1033,O,192361.29,1995-11-10,2-HIGH,Clerk#000000628,0
3970754,382,O,226230.95,1996-01-14,4-NOT SPECIFIED,Clerk#000000692,0
3974180,2063,O,216260.76,1998-06-22,3-MEDIUM,Clerk#000000128,0
3982148,2320,O,265189.73,1996-05-08,5-LOW,Clerk#000000293,0
3985857,214,F,19719.24,1992-10-15,2-HIGH,Clerk#000000306,0
3991456,1465,O,287509.86,1997-03-14,2-HIGH,Clerk#000000079,0
3998242,620,O,129503.45,1995-05-17,5-LOW,Clerk#000000642,0
4008258,620,F,78395.38,1992-10-28,4-NOT SPECIFIED,Clerk#000000395,0
4010823,1640,F,19560.63,1992-01-11,4-NOT SPECIFIED,Clerk#000000864,0
4017477,1897,F,96200.14,1992-06-18,4-NOT SPECIFIED,Clerk#000000484,0
4021987,2242,F,182250.60,1993-02-12,3-MEDIUM,Clerk#000000024,0
4022561,1384,F,63819.63,1993-03-19,5-LOW,Clerk#000000285,0
4023395,2434,O,160273.86,1995-08-09,5-LOW,Clerk#000000321,0
4043972,1738,O,73298.24,1996-01-24,3-MEDIUM,Clerk#000000337,0
4045542,1738,F,47212.86,1994-02-16,1-URGENT,Clerk#000000934,0
4060160,2006,F,118318.31,1994-06-11,5-LOW,Clerk#000000477,0
4064870,1465,F,159422.11,1993-12-15,5-LOW,Clerk#000000897,0
4066147,382,O,222111.57,1996-03-07,1-URGENT,Clerk#000000802,0
4084229,2063,F,151254.30,1993-01-19,3-MEDIUM,Clerk#000000467,0
4100004,1129,F,166427.20,1993-05-14,5-LOW,Clerk#000000369,0
4107936,2200,O,58019.06,1995-06-08,4-NOT SPECIFIED,Clerk#000000821,0
4108194,1022,F,173513.53,1993-09-27,1-URGENT,Clerk#000000381,0
4108961,463,O,256156.52,1995-10-06,5-LOW,Clerk#000000175,0
4118053,2254,O,206398.79,1998-05-08,1-URGENT,Clerk#000000909,0
4118693,115,F,146740.74,1992-10-23,2-HIGH,Clerk#000000443,0
4127650,1897,F,158082.91,1994-09-29,1-URGENT,Clerk#000000515,0
4143526,37,O,157309.26,1996-09-15,1-URGENT,Clerk#000000148,0
4152450,829,F,206601.27,1992-08-03,5-LOW,Clerk#000000344,0
4159524,2134,O,226096.22,1997-06-19,3-MEDIUM,Clerk#000000951,0
4171298,2434,F,185894.24,1992-10-24,3-MEDIUM,Clerk#000000538,0
4182913,1030,O,212875.23,1995-09-01,1-URGENT,Clerk#000000979,0
4184197,115,O,64270.34,1996-11-22,2-HIGH,Clerk#000000827,0
4188550,688,F,157375.32,1993-07-03,1-URGENT,Clerk#000000599,0
4188902,91,O,183242.73,1997-04-24,1-URGENT,Clerk#000000590,0
4195841,829,O,40073.53,1996-08-11,1-URGENT,Clerk#000000632,0
4219619,880,O,101811.88,1996-07-05,5-LOW,Clerk#000000150,0
4219621,2200,O,211955.79,1998-06-01,5-LOW,Clerk#000000161,0
4232896,590,F,239239.77,1994-02-12,4-NOT SPECIFIED,Clerk#000000239,0
4236001,214,F,51877.08,1994-01-31,2-HIGH,Clerk#000000227,0
4238978,2300,O,22517.07,1997-12-20,2-HIGH,Clerk#000000754,0
4248071,1033,P,90467.42,1995-04-02,5-LOW,Clerk#000000093,0
4254820,688,O,91880.04,1996-12-25,2-HIGH,Clerk#000000300,0
4263940,382,F,280635.68,1993-12-06,1-URGENT,Clerk#000000672,0
4268647,152,F,35738.44,1993-11-10,3-MEDIUM,Clerk#000000258,0
4286048,1171,O,147336.60,1995-12-31,5-LOW,Clerk#000000776,0
4288544,1060,O,32999.04,1998-05-04,1-URGENT,Clerk#000000887,0
4295490,1913,F,35481.70,1994-04-17,2-HIGH,Clerk#000000163,0
4302914,770,F,147742.34,1993-07-16,2-HIGH,Clerk#000000638,0
4305509,1384,F,6343.49,1993-03-04,5-LOW,Clerk#000000332,0
4310757,1060,O,228537.05,1996-01-15,4-NOT SPECIFIED,Clerk#000000072,0
4313734,2158,F,200898.21,1994-10-01,1-URGENT,Clerk#000000345,0
4314274,37,O,247151.64,1997-03-23,2-HIGH,Clerk#000000211,0
4315234,1825,F,81125.19,1993-06-11,3-MEDIUM,Clerk#000000815,0
4322978,1825,O,184812.92,1997-07-22,3-MEDIUM,Clerk#000000797,0
4348263,115,F,223588.71,1994-09-05,3-MEDIUM,Clerk#000000010,0
4350756,2479,O,201039.74,1998-06-15,4-NOT SPECIFIED,Clerk#000000911,0
4356323,590,P,235772.22,1995-05-19,5-LOW,Clerk#000000591,0
4357957,590,O,60916.63,1996-07-05,4-NOT SPECIFIED,Clerk#000000095,0
4363712,37,F,192028.19,1993-09-16,1-URGENT,Clerk#000000941,0
4368005,1685,F,173090.33,1992-08-01,3-MEDIUM,Clerk#000000675,0
4369830,574,F,207108.01,1994-09-22,2-HIGH,Clerk#000000772,0
4400325,1885,O,185075.17,1997-05-23,2-HIGH,Clerk#000000396,0
4418882,2158,F,157420.08,1993-01-27,1-URGENT,Clerk#000000850,0
4430532,2200,O,103518.29,1997-01-14,5-LOW,Clerk#000000599,0
4430951,1825,O,111018.04,1998-04-17,3-MEDIUM,Clerk#000000308,0
4431618,1205,F,79479.12,1994-06-22,3-MEDIUM,Clerk#000000412,0
4436551,1384,F,47338.46,1994-08-13,2-HIGH,Clerk#000000977,0
4438405,2120,O,27740.78,1995-08-14,4-NOT SPECIFIED,Clerk#000000663,0
4444770,2200,F,7525.63,1993-10-12,4-NOT SPECIFIED,Clerk#000000265,0
4445029,1465,O,174200.55,1997-09-26,1-URGENT,Clerk#000000146,0
4445255,1060,O,177439.56,1995-09-24,5-LOW,Clerk#000000031,0
4453920,152,F,121430.76,1993-09-07,5-LOW,Clerk#000000054,0
4456288,382,O,161712.07,1997-05-23,5-LOW,Clerk#000000405,0
4461958,316,F,269387.87,1994-09-01,5-LOW,Clerk#000000368,0
4465189,2467,O,136819.02,1996-02-11,1-URGENT,Clerk#000000647,0
4468608,2200,F,53749.98,1994-12-17,3-MEDIUM,Clerk#000000637,0
4469062,2254,F,142302.80,1994-02-27,3-MEDIUM,Clerk#000000433,0
4470850,1060,F,93332.08,1994-05-30,4-NOT SPECIFIED,Clerk#000000905,0
4476389,2207,P,236172.45,1995-05-15,5-LOW,Clerk#000000976,0
4480996,1004,O,27596.63,1998-02-27,5-LOW,Clerk#000000283,0
4504257,2006,O,75949.01,1996-11-02,1-URGENT,Clerk#000000487,0
4516484,37,O,290776.94,1998-03-12,1-URGENT,Clerk#000000489,0
4519651,1514,F,222800.18,1995-02-14,5-LOW,Clerk#000000921,0
4520931,1036,O,323477.82,1997-01-11,3-MEDIUM,Clerk#000000003,0
4529604,829,F,71107.16,1994-11-01,5-LOW,Clerk#000000621,0
4532998,1465,F,189417.09,1992-10-01,1-URGENT,Clerk#000000485,0
4536166,2300,F,236854.72,1993-04-10,4-NOT SPECIFIED,Clerk#000000414,0
4536357,1913,F,239479.22,1993-06-03,4-NOT SPECIFIED,Clerk#000000750,0
4537541,2216,O,174732.48,1996-04-01,2-HIGH,Clerk#000000865,0
4540231,2320,O,84096.26,1997-02-24,3-MEDIUM,Clerk#000000788,0
4542944,463,F,193578.57,1994-04-25,1-URGENT,Clerk#000000587,0
4544578,115,F,31826.41,1992-08-24,5-LOW,Clerk#000000898,0
4547174,2216,F,19726.81,1994-08-25,5-LOW,Clerk#000000360,0
4553091,688,O,75156.11,1997-07-07,2-HIGH,Clerk#000000744,0
4555843,2200,O,86363.88,1997-05-11,5-LOW,Clerk#000000950,0
4556324,214,F,177652.38,1994-12-06,2-HIGH,Clerk#000000381,0
4594951,695,F,66129.80,1994-04-23,1-URGENT,Clerk#000000434,0
4601569,1004,F,120929.53,1994-07-19,5-LOW,Clerk#000000303,0
4625025,1774,O,41302.46,1995-07-04,2-HIGH,Clerk#000000931,0
4628225,1060,O,21437.71,1996-09-26,4-NOT SPECIFIED,Clerk#000000033,0
4633638,1781,F,77125.89,1992-07-17,3-MEDIUM,Clerk#000000578,0
4634240,590,O,160589.39,1996-07-27,4-NOT SPECIFIED,Clerk#000000970,0
4635719,2467,F,153430.25,1993-03-10,2-HIGH,Clerk#000000998,0
4635749,829,O,312093.45,1998-07-27,1-URGENT,Clerk#000000891,0
4638048,1685,F,192224.40,1992-05-14,1-URGENT,Clerk#000000912,0
4638982,2434,O,51348.40,1998-06-02,2-HIGH,Clerk#000000832,0
4651171,1036,O,256173.85,1995-11-23,2-HIGH,Clerk#000000041,0
4653415,2216,O,51400.95,1995-10-06,3-MEDIUM,Clerk#000000565,0
4665447,2207,F,76072.43,1994-08-08,5-LOW,Clerk#000000150,0
4666531,1030,P,197462.36,1995-05-15,5-LOW,Clerk#000000650,0
4670021,880,O,85411.88,1997-10-27,4-NOT SPECIFIED,Clerk#000000067,0
4677122,1913,F,54617.25,1993-11-02,2-HIGH,Clerk#000000379,0
4687076,2467,F,148521.39,1992-05-18,4-NOT SPECIFIED,Clerk#000000974,0
4689409,2320,O,221750.17,1995-08-15,2-HIGH,Clerk#000000817,0
4690625,1030,F,302754.34,1995-01-13,3-MEDIUM,Clerk#000000101,0
4695232,1526,O,76927.55,1995-08-22,1-URGENT,Clerk#000000058,0
4702725,2207,O,202394.25,1996-01-31,1-URGENT,Clerk#000000851,0
4706309,695,O,70201.95,1996-11-09,4-NOT SPECIFIED,Clerk#000000846,0
4706885,2158,O,62507.24,1996-09-27,4-NOT SPECIFIED,Clerk#000000137,0
4708417,1205,F,103759.06,1994-03-29,3-MEDIUM,Clerk#000000030,0
4722624,214,O,79702.53,1997-10-22,2-HIGH,Clerk#000000453,0
4733767,1825,O,112283.53,1996-07-11,1-URGENT,Clerk#000000561,0
4746337,1060,P,211274.15,1995-03-07,1-URGENT,Clerk#000000051,0
4748579,880,F,253265.62,1992-05-28,1-URGENT,Clerk#000000479,0
4769026,1036,F,2761.39,1993-01-02,5-LOW,Clerk#000000045,0
4771264,1033,O,259454.27,1996-08-30,5-LOW,Clerk#000000627,0
4775846,2207,F,100029.95,1993-05-02,4-NOT SPECIFIED,Clerk#000000892,0
4776288,28,O,54474.14,1996-02-22,5-LOW,Clerk#000000124,0
3002945,1030,F,227015.92,1992-02-19,4-NOT SPECIFIED,Clerk#000000144,0
3007269,1171,O,115072.49,1996-06-18,5-LOW,Clerk#000000053,0
3007553,2254,O,230399.28,1997-09-24,4-NOT SPECIFIED,Clerk#000000193,0
3024001,574,O,10425.54,1997-11-18,5-LOW,Clerk#000000536,0
3025572,1397,F,176563.52,1992-06-30,5-LOW,Clerk#000000348,0
3025793,1825,F,153262.38,1993-10-25,3-MEDIUM,Clerk#000000400,0
3028452,829,O,26514.50,1998-01-30,4-NOT SPECIFIED,Clerk#000000509,0
3031169,1825,O,81474.98,1998-03-10,4-NOT SPECIFIED,Clerk#000000720,0
3052423,1913,O,113847.43,1997-09-10,4-NOT SPECIFIED,Clerk#000000205,0
3054119,115,O,184343.81,1997-09-22,4-NOT SPECIFIED,Clerk#000000866,0
3058631,2479,F,278487.42,1992-02-25,1-URGENT,Clerk#000000959,0
3058885,1004,F,124416.07,1992-12-02,4-NOT SPECIFIED,Clerk#000000273,0
3065760,1640,O,22434.28,1997-04-05,4-NOT SPECIFIED,Clerk#000000720,0
3068384,115,F,121189.23,1994-10-12,4-NOT SPECIFIED,Clerk#000000012,0
3079143,2254,O,162463.29,1998-01-12,1-URGENT,Clerk#000000925,0
3085062,1574,F,89472.06,1993-06-25,2-HIGH,Clerk#000000921,0
3087969,1193,F,183070.94,1992-09-19,3-MEDIUM,Clerk#000000642,0
3088743,2471,O,306709.90,1996-10-14,1-URGENT,Clerk#000000221,0
3088834,2300,O,168010.75,1996-06-04,3-MEDIUM,Clerk#000000804,0
3099074,463,F,46020.11,1992-12-24,4-NOT SPECIFIED,Clerk#000000436,0
3099264,316,F,101546.81,1992-09-30,4-NOT SPECIFIED,Clerk#000000045,0
3106599,574,O,274346.40,1998-02-21,3-MEDIUM,Clerk#000000195,0
3108577,115,O,230803.31,1995-07-03,4-NOT SPECIFIED,Clerk#000000664,0
3113636,463,F,254415.44,1993-10-19,4-NOT SPECIFIED,Clerk#000000147,0
3115136,1036,F,142822.44,1993-07-03,5-LOW,Clerk#000000020,0
3117473,2006,O,285204.74,1996-05-22,5-LOW,Clerk#000000940,0
3119521,214,F,233500.85,1992-03-27,1-URGENT,Clerk#000000445,0
3140866,2158,O,144131.31,1995-10-08,4-NOT SPECIFIED,Clerk#000000455,0
3174625,1384,O,43751.15,1996-10-20,2-HIGH,Clerk#000000380,0
3191142,2134,F,57358.50,1994-04-01,1-URGENT,Clerk#000000964,0
3193248,91,F,318314.28,1992-04-14,2-HIGH,Clerk#000000353,0
3193414,829,F,54547.04,1994-09-22,2-HIGH,Clerk#000000447,0
3196999,688,O,298076.43,1997-01-17,3-MEDIUM,Clerk#000000367,0
3200132,2207,F,26496.12,1993-11-22,2-HIGH,Clerk#000000347,0
3203203,590,F,216064.46,1993-11-27,1-URGENT,Clerk#000000311,0
3206881,1825,O,139881.00,1996-12-02,3-MEDIUM,Clerk#000000865,0
3214499,2479,F,112105.88,1992-05-03,1-URGENT,Clerk#000000875,0
3221027,1738,O,84238.07,1996-02-23,1-URGENT,Clerk#000000719,0
3225761,688,F,87591.83,1994-02-12,5-LOW,Clerk#000000207,0
3228642,1060,O,95494.00,1997-02-07,1-URGENT,Clerk#000000629,0
3234656,773,F,167280.65,1992-05-30,5-LOW,Clerk#000000895,0
3248801,2063,F,373419.61,1994-12-19,1-URGENT,Clerk#000000333,0
3251268,1171,O,230330.71,1997-06-07,5-LOW,Clerk#000000597,0
3255429,1397,F,145172.61,1994-06-14,1-URGENT,Clerk#000000772,0
3257859,1384,O,204757.98,1997-07-04,3-MEDIUM,Clerk#000000496,0
3265511,1774,O,186157.77,1997-04-14,3-MEDIUM,Clerk#000000794,0
3269445,574,F,69262.08,1992-05-24,2-HIGH,Clerk#000000929,0
3270754,2479,O,211987.76,1998-01-22,3-MEDIUM,Clerk#000000754,0
3280516,214,F,168567.79,1992-09-09,5-LOW,Clerk#000000578,0
3281600,382,O,100795.80,1996-01-10,1-URGENT,Clerk#000000731,0
3281669,2300,O,54381.16,1997-09-24,2-HIGH,Clerk#000000217,0
3282240,1885,F,198867.25,1992-12-24,4-NOT SPECIFIED,Clerk#000000572,0
3288832,1036,F,12936.87,1994-01-26,4-NOT SPECIFIED,Clerk#000000519,0
3312933,152,F,109935.26,1993-04-06,5-LOW,Clerk#000000867,0
3319202,1897,O,359369.75,1996-08-06,2-HIGH,Clerk#000000451,0
3323874,1825,O,209818.15,1996-02-05,4-NOT SPECIFIED,Clerk#000000550,0
3329319,2434,F,82519.21,1992-07-02,4-NOT SPECIFIED,Clerk#000000480,0
