emp_id,leave_type,leave_applied_date,leave_start_date,leave_end_date,leave_days,status
222,Earn Leave,2022-06-09,2022-06-17,2022-06-19,3,Approved
222,Sick Leave,2022-08-30,2022-09-04,2022-09-06,3,Approved
222,Casual Leave,2022-10-08,2022-10-17,2022-10-19,3,Approved
222,Sick Leave,2023-02-04,2023-02-13,2023-02-15,3,Approved
222,Casual Leave,2023-01-03,2023-01-09,2023-01-10,2,Approved
222,Casual Leave,2023-06-08,2023-06-17,2023-06-18,2,Approved
222,Casual Leave,2023-07-05,2023-07-12,2023-07-15,4,Approved
222,Sick Leave,2023-09-30,2023-10-06,2023-10-07,2,Rejected
223,Earn Leave,2023-01-31,2023-02-09,2023-02-11,3,Approved
223,Sick Leave,2022-10-10,2022-10-15,2022-10-16,2,Approved
224,Earn Leave,2023-01-02,2023-01-11,2023-01-14,4,Approved
224,Casual Leave,2023-01-15,2023-01-23,2023-01-25,3,Approved
225,Earn Leave,2023-07-09,2023-07-14,2023-07-15,2,Approved
225,Casual Leave,2022-01-07,2022-01-15,2022-01-18,4,Approved
225,Casual Leave,2023-06-28,2023-07-06,2023-07-08,3,Approved
225,Casual Leave,2023-06-10,2023-06-17,2023-06-18,2,Approved
225,Casual Leave,2023-12-04,2023-12-12,2023-12-13,2,Approved
225,Casual Leave,2022-05-22,2022-05-27,2022-05-30,4,Approved
225,Earn Leave,2022-01-02,2022-01-09,2022-01-12,4,Approved
226,Casual Leave,2023-08-17,2023-08-23,2023-08-24,2,Approved
226,Earn Leave,2023-05-09,2023-05-16,2023-05-18,3,Approved
226,Casual Leave,2022-12-05,2022-12-10,2022-12-13,4,Approved
226,Casual Leave,2022-11-24,2022-11-30,2022-12-01,2,Approved
226,Earn Leave,2023-11-07,2023-11-12,2023-11-13,2,Approved
226,Earn Leave,2023-10-23,2023-10-30,2023-11-01,3,Rejected
226,Earn Leave,2022-06-19,2022-06-28,2022-07-01,4,Approved
227,Earn Leave,2022-11-02,2022-11-08,2022-11-09,2,Approved
228,Casual Leave,2023-05-03,2023-05-11,2023-05-14,4,Approved
228,Sick Leave,2023-07-04,2023-07-11,2023-07-14,4,Approved
228,Casual Leave,2022-05-26,2022-06-01,2022-06-02,2,Rejected
228,Casual Leave,2023-09-23,2023-09-29,2023-09-30,2,Approved
228,Casual Leave,2022-05-24,2022-05-30,2022-06-01,3,Approved
228,Earn Leave,2023-12-14,2023-12-21,2023-12-24,4,Approved
228,Casual Leave,2023-01-04,2023-01-11,2023-01-13,3,Approved
228,Casual Leave,2022-09-03,2022-09-11,2022-09-13,3,Approved
229,Casual Leave,2023-03-17,2023-03-25,2023-03-27,3,Approved
229,Earn Leave,2022-11-03,2022-11-09,2022-11-10,2,Approved
229,Casual Leave,2023-04-09,2023-04-15,2023-04-16,2,Approved
229,Casual Leave,2023-04-28,2023-05-06,2023-05-07,2,Approved
229,Casual Leave,2022-03-18,2022-03-25,2022-03-26,2,Approved
230,Earn Leave,2022-11-13,2022-11-21,2022-11-23,3,Approved
230,Casual Leave,2023-11-09,2023-11-15,2023-11-17,3,Approved
230,Earn Leave,2023-01-15,2023-01-22,2023-01-23,2,Approved
230,Earn Leave,2022-08-13,2022-08-20,2022-08-23,4,Approved
230,Casual Leave,2023-04-15,2023-04-23,2023-04-24,2,Rejected
230,Casual Leave,2022-05-14,2022-05-23,2022-05-24,2,Approved
231,Earn Leave,2023-11-07,2023-11-13,2023-11-14,2,Approved
231,Earn Leave,2023-10-03,2023-10-10,2023-10-12,3,Approved
231,Earn Leave,2022-12-31,2023-01-07,2023-01-09,3,Approved
231,Casual Leave,2023-05-18,2023-05-24,2023-05-26,3,Approved
231,Casual Leave,2023-07-08,2023-07-13,2023-07-14,2,Approved
231,Casual Leave,2023-07-24,2023-07-29,2023-07-30,2,Approved
231,Casual Leave,2022-05-06,2022-05-11,2022-05-13,3,Approved
232,Earn Leave,2023-11-09,2023-11-18,2023-11-20,3,Rejected
233,Earn Leave,2023-08-12,2023-08-20,2023-08-21,2,Approved
233,Casual Leave,2022-07-11,2022-07-18,2022-07-19,2,Approved
233,Casual Leave,2023-01-14,2023-01-19,2023-01-22,4,Approved
233,Casual Leave,2022-06-18,2022-06-27,2022-06-28,2,Approved
233,Casual Leave,2022-05-04,2022-05-10,2022-05-13,4,Approved
233,Casual Leave,2023-06-23,2023-06-29,2023-07-01,3,Approved
233,Sick Leave,2022-08-31,2022-09-09,2022-09-11,3,Approved
233,Earn Leave,2022-04-17,2022-04-24,2022-04-27,4,Approved
233,Earn Leave,2023-08-07,2023-08-15,2023-08-18,4,Approved
234,Casual Leave,2022-10-25,2022-11-01,2022-11-03,3,Approved
234,Casual Leave,2023-01-14,2023-01-21,2023-01-24,4,Approved
234,Earn Leave,2022-10-01,2022-10-07,2022-10-10,4,Approved
234,Casual Leave,2023-08-08,2023-08-17,2023-08-19,3,Approved
234,Sick Leave,2022-04-11,2022-04-20,2022-04-21,2,Approved
234,Earn Leave,2022-10-07,2022-10-15,2022-10-17,3,Approved
234,Casual Leave,2022-09-16,2022-09-23,2022-09-24,2,Approved
234,Sick Leave,2022-03-14,2022-03-21,2022-03-23,3,Approved
234,Earn Leave,2023-11-04,2023-11-09,2023-11-10,2,Approved
235,Earn Leave,2022-05-23,2022-05-29,2022-05-31,3,Approved
235,Casual Leave,2023-04-10,2023-04-16,2023-04-17,2,Approved
235,Earn Leave,2023-11-28,2023-12-05,2023-12-07,3,Approved
236,Casual Leave,2023-01-26,2023-02-02,2023-02-03,2,Approved
237,Earn Leave,2022-02-02,2022-02-07,2022-02-08,2,Approved
237,Earn Leave,2022-07-20,2022-07-29,2022-08-01,4,Approved
237,Casual Leave,2022-11-12,2022-11-19,2022-11-22,4,Approved
237,Earn Leave,2023-05-05,2023-05-14,2023-05-17,4,Approved
237,Casual Leave,2023-01-02,2023-01-08,2023-01-11,4,Approved
237,Casual Leave,2023-05-20,2023-05-27,2023-05-28,2,Approved
238,Casual Leave,2022-04-05,2022-04-13,2022-04-15,3,Approved
238,Sick Leave,2022-07-03,2022-07-11,2022-07-12,2,Approved
238,Earn Leave,2023-03-25,2023-04-02,2023-04-05,4,Approved
238,Earn Leave,2022-11-30,2022-12-08,2022-12-09,2,Approved
238,Sick Leave,2022-04-13,2022-04-22,2022-04-23,2,Approved
238,Earn Leave,2022-03-06,2022-03-12,2022-03-14,3,Approved
238,Sick Leave,2022-11-28,2022-12-07,2022-12-08,2,Approved
238,Earn Leave,2022-12-14,2022-12-21,2022-12-22,2,Approved
238,Casual Leave,2022-07-31,2022-08-05,2022-08-07,3,Approved
239,Sick Leave,2023-10-29,2023-11-07,2023-11-10,4,Approved
239,Earn Leave,2022-09-10,2022-09-17,2022-09-18,2,Approved
239,Sick Leave,2023-12-18,2023-12-24,2023-12-27,4,Approved
239,Sick Leave,2023-06-12,2023-06-19,2023-06-22,4,Approved
239,Casual Leave,2023-11-04,2023-11-13,2023-11-15,3,Approved
239,Casual Leave,2023-09-04,2023-09-12,2023-09-15,4,Approved
239,Earn Leave,2022-10-30,2022-11-06,2022-11-09,4,Approved
239,Earn Leave,2023-10-26,2023-11-02,2023-11-03,2,Approved
240,Casual Leave,2022-06-10,2022-06-16,2022-06-17,2,Approved
241,Casual Leave,2023-05-12,2023-05-17,2023-05-20,4,Approved
241,Casual Leave,2023-01-02,2023-01-09,2023-01-10,2,Rejected
241,Casual Leave,2022-06-30,2022-07-06,2022-07-09,4,Approved
241,Earn Leave,2022-01-24,2022-02-01,2022-02-03,3,Approved
241,Earn Leave,2023-06-02,2023-06-09,2023-06-10,2,Approved
241,Earn Leave,2023-05-26,2023-06-02,2023-06-03,2,Approved
242,Casual Leave,2023-08-16,2023-08-22,2023-08-24,3,Approved
242,Earn Leave,2022-08-01,2022-08-09,2022-08-10,2,Approved
242,Casual Leave,2022-04-23,2022-04-30,2022-05-03,4,Approved
242,Casual Leave,2023-06-24,2023-07-01,2023-07-03,3,Approved
243,Casual Leave,2023-12-20,2023-12-26,2023-12-27,2,Approved
243,Earn Leave,2023-08-06,2023-08-15,2023-08-17,3,Approved
243,Casual Leave,2023-01-09,2023-01-16,2023-01-17,2,Approved
243,Casual Leave,2023-02-07,2023-02-13,2023-02-14,2,Approved
243,Earn Leave,2022-03-31,2022-04-07,2022-04-08,2,Approved
243,Sick Leave,2022-02-20,2022-02-26,2022-03-01,4,Approved
243,Casual Leave,2022-09-07,2022-09-15,2022-09-16,2,Approved
243,Casual Leave,2022-09-25,2022-10-04,2022-10-06,3,Approved
243,Earn Leave,2022-01-18,2022-01-26,2022-01-28,3,Rejected
244,Casual Leave,2023-05-07,2023-05-12,2023-05-15,4,Approved
244,Earn Leave,2022-01-22,2022-01-29,2022-01-30,2,Approved
244,Sick Leave,2023-12-09,2023-12-17,2023-12-20,4,Approved
245,Casual Leave,2023-06-20,2023-06-26,2023-06-29,4,Approved
245,Earn Leave,2022-08-08,2022-08-13,2022-08-15,3,Approved
245,Casual Leave,2022-04-10,2022-04-15,2022-04-18,4,Approved
245,Sick Leave,2023-04-17,2023-04-23,2023-04-25,3,Approved
246,Earn Leave,2022-06-18,2022-06-24,2022-06-26,3,Approved
246,Earn Leave,2023-07-17,2023-07-25,2023-07-28,4,Approved
246,Casual Leave,2023-05-30,2023-06-04,2023-06-06,3,Approved
247,Casual Leave,2023-01-11,2023-01-16,2023-01-19,4,Approved
247,Earn Leave,2023-01-05,2023-01-14,2023-01-17,4,Approved
247,Sick Leave,2023-06-04,2023-06-11,2023-06-13,3,Approved
247,Casual Leave,2023-08-05,2023-08-12,2023-08-13,2,Approved
247,Casual Leave,2022-06-01,2022-06-07,2022-06-09,3,Approved
247,Casual Leave,2022-05-23,2022-05-29,2022-05-31,3,Approved
247,Casual Leave,2023-12-09,2023-12-17,2023-12-19,3,Approved
247,Earn Leave,2022-09-10,2022-09-17,2022-09-19,3,Approved
248,Earn Leave,2023-12-11,2023-12-18,2023-12-21,4,Approved
248,Casual Leave,2023-10-02,2023-10-11,2023-10-12,2,Approved
248,Earn Leave,2022-03-04,2022-03-09,2022-03-10,2,Rejected
248,Casual Leave,2022-12-12,2022-12-17,2022-12-18,2,Approved
248,Earn Leave,2022-11-17,2022-11-23,2022-11-26,4,Approved
248,Casual Leave,2022-09-10,2022-09-15,2022-09-16,2,Approved
248,Sick Leave,2023-04-05,2023-04-13,2023-04-15,3,Approved
249,Earn Leave,2023-06-13,2023-06-19,2023-06-21,3,Approved
249,Casual Leave,2023-08-10,2023-08-17,2023-08-18,2,Approved
249,Casual Leave,2022-09-29,2022-10-05,2022-10-06,2,Rejected
249,Casual Leave,2022-08-11,2022-08-20,2022-08-22,3,Approved
249,Sick Leave,2022-05-07,2022-05-16,2022-05-19,4,Approved
249,Sick Leave,2022-05-17,2022-05-25,2022-05-28,4,Approved
250,Casual Leave,2022-04-03,2022-04-11,2022-04-13,3,Approved
250,Sick Leave,2022-07-22,2022-07-28,2022-07-29,2,Approved
250,Earn Leave,2023-08-10,2023-08-16,2023-08-17,2,Approved
250,Casual Leave,2022-08-22,2022-08-29,2022-08-30,2,Approved
250,Casual Leave,2022-02-19,2022-02-28,2022-03-03,4,Approved
250,Casual Leave,2022-10-28,2022-11-06,2022-11-08,3,Approved
250,Casual Leave,2023-04-30,2023-05-08,2023-05-11,4,Rejected
250,Casual Leave,2023-07-31,2023-08-06,2023-08-07,2,Approved
250,Casual Leave,2022-10-04,2022-10-09,2022-10-12,4,Rejected
251,Casual Leave,2022-11-02,2022-11-09,2022-11-11,3,Approved
251,Sick Leave,2022-03-23,2022-04-01,2022-04-03,3,Approved
251,Casual Leave,2021-12-29,2022-01-03,2022-01-06,4,Approved
251,Casual Leave,2022-08-01,2022-08-08,2022-08-11,4,Approved
252,Casual Leave,2023-05-31,2023-06-06,2023-06-07,2,Approved
252,Earn Leave,2022-01-07,2022-01-16,2022-01-17,2,Approved
252,Casual Leave,2023-12-03,2023-12-11,2023-12-13,3,Approved
252,Sick Leave,2023-04-25,2023-05-03,2023-05-05,3,Approved
253,Sick Leave,2023-01-24,2023-01-30,2023-02-01,3,Approved
253,Earn Leave,2022-02-11,2022-02-19,2022-02-20,2,Approved
253,Earn Leave,2022-07-10,2022-07-15,2022-07-16,2,Approved
253,Casual Leave,2023-07-04,2023-07-11,2023-07-12,2,Approved
253,Casual Leave,2023-08-30,2023-09-08,2023-09-11,4,Approved
253,Casual Leave,2023-10-18,2023-10-27,2023-10-29,3,Approved
253,Casual Leave,2023-01-05,2023-01-13,2023-01-14,2,Approved
253,Casual Leave,2022-09-10,2022-09-19,2022-09-22,4,Rejected
253,Earn Leave,2022-03-24,2022-04-01,2022-04-03,3,Approved
254,Earn Leave,2023-08-16,2023-08-25,2023-08-27,3,Approved
254,Casual Leave,2023-02-25,2023-03-05,2023-03-07,3,Approved
255,Casual Leave,2022-03-30,2022-04-08,2022-04-11,4,Approved
255,Sick Leave,2023-01-01,2023-01-07,2023-01-09,3,Approved
255,Casual Leave,2023-02-10,2023-02-17,2023-02-18,2,Approved
255,Casual Leave,2022-12-15,2022-12-21,2022-12-24,4,Approved
255,Casual Leave,2022-09-28,2022-10-04,2022-10-05,2,Approved
256,Earn Leave,2022-10-27,2022-11-04,2022-11-05,2,Approved
256,Earn Leave,2022-08-23,2022-08-31,2022-09-03,4,Approved
256,Casual Leave,2023-08-19,2023-08-26,2023-08-29,4,Approved
257,Earn Leave,2023-04-06,2023-04-14,2023-04-16,3,Approved
258,Sick Leave,2022-02-04,2022-02-09,2022-02-10,2,Approved
258,Casual Leave,2023-03-08,2023-03-15,2023-03-18,4,Approved
258,Casual Leave,2022-02-04,2022-02-11,2022-02-13,3,Approved
258,Earn Leave,2022-03-19,2022-03-24,2022-03-26,3,Approved
258,Earn Leave,2022-11-26,2022-12-01,2022-12-02,2,Approved
258,Casual Leave,2022-02-05,2022-02-13,2022-02-14,2,Approved
258,Earn Leave,2022-05-17,2022-05-23,2022-05-24,2,Approved
259,Casual Leave,2022-07-05,2022-07-11,2022-07-14,4,Approved
259,Casual Leave,2023-05-14,2023-05-23,2023-05-24,2,Approved
259,Casual Leave,2022-09-21,2022-09-28,2022-09-30,3,Approved
260,Casual Leave,2023-06-27,2023-07-04,2023-07-07,4,Rejected
260,Sick Leave,2023-11-17,2023-11-23,2023-11-24,2,Approved
260,Earn Leave,2023-06-15,2023-06-22,2023-06-24,3,Approved
260,Earn Leave,2023-08-02,2023-08-11,2023-08-12,2,Approved
260,Earn Leave,2022-06-22,2022-06-30,2022-07-01,2,Approved
260,Casual Leave,2023-03-28,2023-04-03,2023-04-05,3,Approved
260,Casual Leave,2022-12-01,2022-12-06,2022-12-09,4,Approved
260,Casual Leave,2022-06-25,2022-07-01,2022-07-04,4,Approved
260,Earn Leave,2022-02-03,2022-02-11,2022-02-14,4,Approved
261,Casual Leave,2023-02-24,2023-03-01,2023-03-04,4,Approved
261,Casual Leave,2023-02-11,2023-02-16,2023-02-17,2,Approved
261,Earn Leave,2023-03-15,2023-03-23,2023-03-25,3,Approved
262,Casual Leave,2023-06-25,2023-07-02,2023-07-03,2,Approved
262,Earn Leave,2023-01-19,2023-01-26,2023-01-28,3,Approved
262,Casual Leave,2023-11-10,2023-11-15,2023-11-17,3,Rejected
263,Casual Leave,2023-02-10,2023-02-16,2023-02-18,3,Approved
263,Sick Leave,2023-03-07,2023-03-12,2023-03-13,2,Approved
263,Earn Leave,2022-01-02,2022-01-07,2022-01-09,3,Approved
263,Casual Leave,2023-06-29,2023-07-06,2023-07-09,4,Approved
263,Casual Leave,2023-12-06,2023-12-12,2023-12-13,2,Approved
263,Casual Leave,2022-08-19,2022-08-26,2022-08-27,2,Approved
263,Casual Leave,2023-01-05,2023-01-13,2023-01-16,4,Approved
264,Sick Leave,2022-03-04,2022-03-10,2022-03-11,2,Rejected
265,Casual Leave,2022-07-30,2022-08-04,2022-08-07,4,Approved
265,Casual Leave,2023-02-23,2023-03-04,2023-03-07,4,Approved
266,Earn Leave,2022-02-12,2022-02-17,2022-02-20,4,Approved
266,Earn Leave,2023-03-30,2023-04-07,2023-04-08,2,Approved
267,Earn Leave,2023-05-06,2023-05-13,2023-05-16,4,Approved
267,Casual Leave,2023-11-21,2023-11-30,2023-12-02,3,Approved
267,Sick Leave,2022-04-05,2022-04-11,2022-04-13,3,Approved
267,Casual Leave,2022-02-24,2022-03-05,2022-03-08,4,Approved
268,Casual Leave,2022-12-02,2022-12-11,2022-12-12,2,Approved
268,Casual Leave,2023-05-20,2023-05-26,2023-05-29,4,Approved
268,Earn Leave,2023-09-25,2023-10-02,2023-10-03,2,Approved
269,Earn Leave,2023-09-14,2023-09-23,2023-09-26,4,Approved
270,Casual Leave,2023-09-18,2023-09-27,2023-09-30,4,Approved
270,Casual Leave,2022-10-21,2022-10-30,2022-11-02,4,Approved
270,Casual Leave,2022-03-05,2022-03-12,2022-03-14,3,Approved
270,Earn Leave,2023-03-09,2023-03-16,2023-03-17,2,Approved
270,Earn Leave,2022-08-18,2022-08-25,2022-08-26,2,Approved
270,Earn Leave,2022-12-31,2023-01-05,2023-01-06,2,Approved
270,Earn Leave,2023-12-14,2023-12-23,2023-12-24,2,Approved
271,Sick Leave,2022-09-06,2022-09-11,2022-09-14,4,Approved
272,Casual Leave,2023-01-26,2023-02-04,2023-02-07,4,Approved
272,Casual Leave,2023-03-01,2023-03-09,2023-03-12,4,Approved
272,Casual Leave,2022-05-25,2022-05-31,2022-06-03,4,Approved
272,Casual Leave,2022-10-21,2022-10-26,2022-10-29,4,Approved
272,Casual Leave,2023-08-19,2023-08-27,2023-08-28,2,Approved
272,Casual Leave,2023-04-20,2023-04-29,2023-05-02,4,Approved
272,Casual Leave,2022-11-27,2022-12-05,2022-12-06,2,Approved
273,Casual Leave,2022-11-25,2022-12-04,2022-12-05,2,Approved
274,Earn Leave,2023-11-30,2023-12-06,2023-12-07,2,Approved
274,Casual Leave,2023-08-16,2023-08-24,2023-08-25,2,Approved
274,Earn Leave,2022-12-29,2023-01-03,2023-01-04,2,Approved
274,Casual Leave,2023-04-29,2023-05-07,2023-05-08,2,Approved
274,Casual Leave,2023-04-02,2023-04-09,2023-04-11,3,Approved
274,Sick Leave,2022-11-29,2022-12-05,2022-12-08,4,Approved
274,Casual Leave,2023-10-26,2023-11-03,2023-11-05,3,Approved
274,Casual Leave,2023-07-03,2023-07-12,2023-07-13,2,Approved
275,Sick Leave,2023-09-05,2023-09-14,2023-09-16,3,Approved
275,Sick Leave,2022-02-25,2022-03-05,2022-03-07,3,Approved
275,Earn Leave,2022-08-23,2022-08-28,2022-08-31,4,Rejected
275,Casual Leave,2023-03-11,2023-03-17,2023-03-20,4,Approved
275,Casual Leave,2022-01-07,2022-01-12,2022-01-13,2,Approved
275,Casual Leave,2023-07-18,2023-07-27,2023-07-28,2,Rejected
275,Earn Leave,2022-10-22,2022-10-31,2022-11-01,2,Approved
275,Casual Leave,2022-10-16,2022-10-24,2022-10-27,4,Rejected
276,Casual Leave,2023-06-18,2023-06-27,2023-06-29,3,Approved
277,Casual Leave,2023-08-22,2023-08-27,2023-08-29,3,Approved
277,Casual Leave,2022-04-26,2022-05-04,2022-05-05,2,Approved
277,Earn Leave,2022-04-07,2022-04-16,2022-04-19,4,Approved
277,Casual Leave,2023-09-20,2023-09-25,2023-09-27,3,Rejected
277,Sick Leave,2022-05-28,2022-06-06,2022-06-08,3,Approved
277,Casual Leave,2023-10-24,2023-11-02,2023-11-04,3,Approved
277,Casual Leave,2022-02-25,2022-03-05,2022-03-08,4,Rejected
