emp_id,leave_type,leave_applied_date,leave_start_date,leave_end_date,leave_days,status
105,Casual Leave,2022-11-06,2022-11-13,2022-11-16,4,Approved
105,Earn Leave,2022-10-28,2022-11-03,2022-11-04,2,Approved
105,Earn Leave,2023-01-02,2023-01-08,2023-01-09,2,Approved
105,Casual Leave,2022-10-15,2022-10-21,2022-10-24,4,Approved
106,Casual Leave,2023-10-17,2023-10-25,2023-10-28,4,Approved
106,Casual Leave,2023-09-18,2023-09-26,2023-09-27,2,Approved
106,Casual Leave,2023-06-10,2023-06-17,2023-06-19,3,Rejected
106,Casual Leave,2022-05-03,2022-05-11,2022-05-14,4,Approved
106,Earn Leave,2022-03-28,2022-04-04,2022-04-06,3,Approved
106,Earn Leave,2023-10-30,2023-11-05,2023-11-06,2,Approved
106,Casual Leave,2023-05-13,2023-05-19,2023-05-20,2,Approved
106,Casual Leave,2023-11-05,2023-11-14,2023-11-17,4,Approved
107,Casual Leave,2023-02-23,2023-02-28,2023-03-03,4,Approved
107,Earn Leave,2022-06-11,2022-06-20,2022-06-22,3,Approved
107,Earn Leave,2022-01-06,2022-01-11,2022-01-12,2,Approved
107,Earn Leave,2022-08-12,2022-08-17,2022-08-20,4,Approved
108,Casual Leave,2023-03-25,2023-03-30,2023-04-02,4,Approved
109,Casual Leave,2023-10-16,2023-10-23,2023-10-25,3,Approved
109,Earn Leave,2022-01-16,2022-01-22,2022-01-24,3,Approved
109,Casual Leave,2022-10-06,2022-10-12,2022-10-13,2,Approved
109,Earn Leave,2023-09-29,2023-10-06,2023-10-09,4,Approved
109,Casual Leave,2023-06-06,2023-06-14,2023-06-15,2,Approved
109,Earn Leave,2022-10-11,2022-10-19,2022-10-22,4,Rejected
109,Earn Leave,2023-10-21,2023-10-30,2023-11-02,4,Approved
110,Casual Leave,2022-07-12,2022-07-18,2022-07-20,3,Rejected
110,Earn Leave,2023-02-18,2023-02-26,2023-03-01,4,Approved
110,Casual Leave,2022-10-23,2022-10-30,2022-11-01,3,Approved
110,Earn Leave,2022-09-13,2022-09-19,2022-09-22,4,Approved
110,Casual Leave,2023-03-20,2023-03-26,2023-03-27,2,Approved
110,Casual Leave,2023-07-01,2023-07-09,2023-07-12,4,Approved
110,Earn Leave,2023-04-13,2023-04-19,2023-04-21,3,Approved
111,Casual Leave,2023-06-14,2023-06-20,2023-06-22,3,Approved
112,Casual Leave,2023-10-08,2023-10-17,2023-10-19,3,Rejected
112,Casual Leave,2022-02-27,2022-03-05,2022-03-08,4,Approved
112,Casual Leave,2022-01-21,2022-01-27,2022-01-30,4,Approved
112,Earn Leave,2023-07-08,2023-07-17,2023-07-18,2,Approved
112,Casual Leave,2022-03-24,2022-04-02,2022-04-05,4,Approved
112,Casual Leave,2022-08-25,2022-08-30,2022-09-01,3,Approved
112,Casual Leave,2023-11-04,2023-11-09,2023-11-11,3,Approved
112,Casual Leave,2022-03-25,2022-04-01,2022-04-02,2,Approved
112,Casual Leave,2021-12-19,2021-12-28,2021-12-29,2,Approved
112,Earn Leave,2022-04-02,2022-04-09,2022-04-11,3,Approved
113,Earn Leave,2022-01-31,2022-02-08,2022-02-09,2,Approved
113,Casual Leave,2023-04-15,2023-04-24,2023-04-25,2,Approved
113,Casual Leave,2023-10-02,2023-10-10,2023-10-11,2,Approved
113,Casual Leave,2023-05-10,2023-05-17,2023-05-19,3,Approved
113,Casual Leave,2023-03-27,2023-04-01,2023-04-04,4,Approved
113,Earn Leave,2022-10-22,2022-10-28,2022-10-31,4,Approved
113,Earn Leave,2023-04-09,2023-04-18,2023-04-19,2,Rejected
113,Earn Leave,2022-04-19,2022-04-28,2022-05-01,4,Approved
114,Casual Leave,2023-03-04,2023-03-09,2023-03-10,2,Approved
114,Sick Leave,2022-12-11,2022-12-20,2022-12-22,3,Approved
114,Casual Leave,2022-11-06,2022-11-14,2022-11-15,2,Approved
114,Sick Leave,2023-03-24,2023-03-30,2023-03-31,2,Approved
114,Sick Leave,2023-10-27,2023-11-04,2023-11-05,2,Approved
114,Casual Leave,2022-05-08,2022-05-17,2022-05-20,4,Approved
114,Casual Leave,2023-05-22,2023-05-29,2023-05-30,2,Rejected
114,Casual Leave,2023-04-25,2023-05-03,2023-05-06,4,Approved
115,Earn Leave,2022-08-07,2022-08-16,2022-08-18,3,Approved
115,Earn Leave,2023-01-29,2023-02-06,2023-02-09,4,Approved
115,Casual Leave,2022-06-23,2022-06-29,2022-06-30,2,Approved
115,Casual Leave,2022-05-17,2022-05-23,2022-05-26,4,Approved
115,Casual Leave,2022-01-26,2022-02-03,2022-02-05,3,Approved
115,Casual Leave,2022-03-11,2022-03-19,2022-03-22,4,Approved
115,Earn Leave,2023-02-18,2023-02-23,2023-02-24,2,Approved
116,Casual Leave,2023-07-11,2023-07-16,2023-07-18,3,Rejected
116,Casual Leave,2023-07-10,2023-07-16,2023-07-17,2,Approved
117,Casual Leave,2023-06-21,2023-06-27,2023-06-30,4,Approved
117,Earn Leave,2022-09-16,2022-09-23,2022-09-25,3,Rejected
118,Casual Leave,2023-01-11,2023-01-17,2023-01-20,4,Approved
118,Earn Leave,2022-08-14,2022-08-22,2022-08-25,4,Approved
118,Casual Leave,2022-11-15,2022-11-21,2022-11-22,2,Approved
118,Casual Leave,2022-06-22,2022-06-28,2022-06-29,2,Approved
119,Casual Leave,2022-11-21,2022-11-27,2022-11-29,3,Approved
119,Casual Leave,2023-06-19,2023-06-24,2023-06-25,2,Approved
119,Earn Leave,2023-04-02,2023-04-10,2023-04-13,4,Approved
119,Casual Leave,2022-08-12,2022-08-19,2022-08-20,2,Approved
119,Casual Leave,2022-07-06,2022-07-12,2022-07-15,4,Approved
119,Sick Leave,2022-06-04,2022-06-12,2022-06-14,3,Approved
119,Casual Leave,2023-09-27,2023-10-02,2023-10-05,4,Approved
119,Casual Leave,2023-03-31,2023-04-09,2023-04-12,4,Approved
119,Casual Leave,2022-08-23,2022-08-31,2022-09-03,4,Approved
119,Casual Leave,2023-10-01,2023-10-07,2023-10-10,4,Approved
120,Casual Leave,2022-08-07,2022-08-12,2022-08-13,2,Rejected
120,Casual Leave,2022-08-19,2022-08-26,2022-08-27,2,Approved
120,Casual Leave,2023-05-12,2023-05-18,2023-05-21,4,Approved
120,Earn Leave,2022-02-24,2022-03-05,2022-03-08,4,Approved
120,Casual Leave,2022-09-05,2022-09-14,2022-09-15,2,Rejected
120,Earn Leave,2022-09-12,2022-09-19,2022-09-21,3,Approved
120,Earn Leave,2023-03-03,2023-03-10,2023-03-12,3,Approved
120,Sick Leave,2022-12-06,2022-12-15,2022-12-17,3,Approved
120,Casual Leave,2022-05-05,2022-05-11,2022-05-14,4,Approved
120,Casual Leave,2023-08-14,2023-08-20,2023-08-21,2,Approved
121,Casual Leave,2023-01-27,2023-02-04,2023-02-06,3,Rejected
121,Sick Leave,2023-02-21,2023-03-01,2023-03-03,3,Approved
121,Casual Leave,2022-10-24,2022-10-31,2022-11-03,4,Rejected
121,Earn Leave,2022-12-23,2022-12-28,2022-12-30,3,Approved
121,Earn Leave,2022-06-21,2022-06-30,2022-07-02,3,Approved
121,Earn Leave,2022-09-15,2022-09-23,2022-09-24,2,Approved
121,Earn Leave,2022-05-25,2022-06-03,2022-06-05,3,Rejected
121,Casual Leave,2023-09-06,2023-09-13,2023-09-15,3,Approved
122,Earn Leave,2023-08-07,2023-08-16,2023-08-17,2,Approved
122,Earn Leave,2023-03-08,2023-03-16,2023-03-17,2,Approved
122,Earn Leave,2022-01-14,2022-01-20,2022-01-21,2,Rejected
122,Sick Leave,2022-01-29,2022-02-07,2022-02-08,2,Approved
122,Casual Leave,2022-11-11,2022-11-16,2022-11-19,4,Approved
122,Casual Leave,2023-02-14,2023-02-19,2023-02-21,3,Approved
123,Casual Leave,2023-11-28,2023-12-05,2023-12-07,3,Approved
123,Casual Leave,2023-02-05,2023-02-13,2023-02-16,4,Approved
123,Earn Leave,2022-07-24,2022-08-02,2022-08-05,4,Approved
123,Earn Leave,2023-09-08,2023-09-14,2023-09-16,3,Approved
123,Casual Leave,2022-11-08,2022-11-13,2022-11-16,4,Approved
123,Casual Leave,2022-05-07,2022-05-15,2022-05-16,2,Approved
123,Earn Leave,2022-10-27,2022-11-01,2022-11-03,3,Approved
123,Casual Leave,2022-11-09,2022-11-17,2022-11-20,4,Approved
123,Earn Leave,2022-09-01,2022-09-07,2022-09-09,3,Approved
123,Sick Leave,2022-11-06,2022-11-11,2022-11-13,3,Approved
124,Earn Leave,2022-10-15,2022-10-22,2022-10-24,3,Rejected
124,Casual Leave,2023-03-08,2023-03-15,2023-03-18,4,Approved
124,Casual Leave,2023-12-15,2023-12-24,2023-12-25,2,Approved
124,Earn Leave,2022-03-04,2022-03-10,2022-03-11,2,Approved
124,Casual Leave,2022-02-11,2022-02-16,2022-02-18,3,Approved
124,Casual Leave,2023-11-12,2023-11-21,2023-11-22,2,Approved
124,Casual Leave,2023-09-11,2023-09-20,2023-09-21,2,Rejected
124,Casual Leave,2023-04-06,2023-04-11,2023-04-14,4,Approved
124,Casual Leave,2022-10-02,2022-10-07,2022-10-10,4,Approved
124,Earn Leave,2023-05-07,2023-05-14,2023-05-16,3,Approved
125,Casual Leave,2022-04-27,2022-05-05,2022-05-07,3,Approved
125,Casual Leave,2022-07-12,2022-07-17,2022-07-19,3,Approved
125,Casual Leave,2022-06-26,2022-07-04,2022-07-06,3,Approved
125,Casual Leave,2023-05-12,2023-05-21,2023-05-23,3,Approved
126,Earn Leave,2023-01-17,2023-01-22,2023-01-25,4,Approved
126,Casual Leave,2022-12-27,2023-01-02,2023-01-04,3,Approved
126,Casual Leave,2022-03-19,2022-03-24,2022-03-26,3,Approved
126,Earn Leave,2022-01-07,2022-01-16,2022-01-19,4,Approved
126,Earn Leave,2022-07-01,2022-07-10,2022-07-11,2,Approved
126,Casual Leave,2023-05-18,2023-05-24,2023-05-26,3,Approved
126,Casual Leave,2023-02-17,2023-02-22,2023-02-25,4,Approved
126,Casual Leave,2022-02-11,2022-02-16,2022-02-18,3,Rejected
126,Casual Leave,2022-12-13,2022-12-21,2022-12-23,3,Approved
127,Casual Leave,2022-09-23,2022-10-01,2022-10-02,2,Approved
127,Casual Leave,2023-01-14,2023-01-22,2023-01-25,4,Approved
127,Casual Leave,2023-10-17,2023-10-23,2023-10-25,3,Approved
127,Sick Leave,2023-11-18,2023-11-23,2023-11-24,2,Approved
128,Casual Leave,2023-09-13,2023-09-22,2023-09-23,2,Approved
128,Casual Leave,2023-03-05,2023-03-10,2023-03-13,4,Approved
128,Earn Leave,2023-11-17,2023-11-24,2023-11-26,3,Rejected
128,Earn Leave,2022-09-26,2022-10-01,2022-10-02,2,Approved
128,Earn Leave,2022-10-17,2022-10-26,2022-10-28,3,Rejected
128,Casual Leave,2023-03-08,2023-03-14,2023-03-15,2,Approved
128,Sick Leave,2022-08-05,2022-08-13,2022-08-16,4,Rejected
128,Earn Leave,2023-01-31,2023-02-09,2023-02-10,2,Approved
128,Casual Leave,2022-08-18,2022-08-26,2022-08-29,4,Approved
128,Sick Leave,2022-10-28,2022-11-04,2022-11-07,4,Approved
129,Casual Leave,2022-03-29,2022-04-04,2022-04-05,2,Approved
129,Sick Leave,2022-04-28,2022-05-03,2022-05-05,3,Approved
129,Casual Leave,2022-09-05,2022-09-14,2022-09-16,3,Approved
129,Earn Leave,2022-06-21,2022-06-26,2022-06-27,2,Approved
129,Earn Leave,2023-10-25,2023-11-01,2023-11-02,2,Approved
129,Casual Leave,2023-02-26,2023-03-07,2023-03-08,2,Approved
129,Casual Leave,2022-04-21,2022-04-27,2022-04-30,4,Approved
129,Casual Leave,2023-06-15,2023-06-21,2023-06-24,4,Approved
129,Earn Leave,2022-05-20,2022-05-25,2022-05-28,4,Approved
130,Earn Leave,2022-08-17,2022-08-26,2022-08-29,4,Approved
130,Casual Leave,2022-10-26,2022-11-03,2022-11-06,4,Approved
130,Casual Leave,2023-09-16,2023-09-25,2023-09-27,3,Approved
130,Earn Leave,2022-09-07,2022-09-16,2022-09-17,2,Approved
131,Casual Leave,2022-09-09,2022-09-17,2022-09-19,3,Rejected
131,Sick Leave,2023-11-16,2023-11-24,2023-11-27,4,Approved
131,Earn Leave,2022-01-30,2022-02-04,2022-02-05,2,Approved
131,Casual Leave,2023-07-15,2023-07-23,2023-07-26,4,Approved
131,Casual Leave,2023-02-13,2023-02-20,2023-02-22,3,Approved
131,Earn Leave,2023-10-24,2023-11-02,2023-11-05,4,Approved
131,Casual Leave,2022-12-29,2023-01-05,2023-01-06,2,Approved
131,Casual Leave,2022-02-23,2022-02-28,2022-03-02,3,Approved
131,Casual Leave,2023-08-25,2023-08-31,2023-09-03,4,Approved
131,Casual Leave,2023-01-24,2023-02-02,2023-02-04,3,Approved
132,Sick Leave,2022-05-13,2022-05-18,2022-05-20,3,Approved
132,Earn Leave,2023-07-22,2023-07-29,2023-07-30,2,Approved
132,Casual Leave,2022-12-30,2023-01-06,2023-01-09,4,Approved
132,Earn Leave,2022-04-19,2022-04-26,2022-04-27,2,Approved
132,Casual Leave,2022-08-02,2022-08-09,2022-08-11,3,Rejected
132,Casual Leave,2023-02-20,2023-02-26,2023-02-27,2,Approved
132,Casual Leave,2022-12-16,2022-12-21,2022-12-23,3,Approved
132,Earn Leave,2023-04-01,2023-04-06,2023-04-07,2,Approved
132,Earn Leave,2023-10-04,2023-10-13,2023-10-15,3,Approved
132,Casual Leave,2023-05-27,2023-06-04,2023-06-07,4,Rejected
133,Sick Leave,2023-08-06,2023-08-11,2023-08-13,3,Approved
133,Casual Leave,2022-07-23,2022-07-29,2022-07-31,3,Approved
133,Earn Leave,2023-02-03,2023-02-08,2023-02-11,4,Approved
133,Sick Leave,2022-02-16,2022-02-24,2022-02-25,2,Approved
133,Casual Leave,2022-10-09,2022-10-17,2022-10-18,2,Approved
133,Earn Leave,2023-10-19,2023-10-26,2023-10-29,4,Approved
133,Earn Leave,2023-08-28,2023-09-06,2023-09-09,4,Approved
133,Casual Leave,2022-04-11,2022-04-18,2022-04-19,2,Approved
134,Earn Leave,2022-01-07,2022-01-16,2022-01-17,2,Approved
135,Casual Leave,2022-05-12,2022-05-21,2022-05-22,2,Approved
135,Casual Leave,2023-09-23,2023-10-01,2023-10-03,3,Approved
135,Earn Leave,2023-04-30,2023-05-06,2023-05-08,3,Approved
135,Earn Leave,2022-04-09,2022-04-14,2022-04-17,4,Approved
135,Casual Leave,2022-06-18,2022-06-27,2022-06-28,2,Approved
135,Earn Leave,2022-09-19,2022-09-26,2022-09-28,3,Approved
135,Casual Leave,2023-11-06,2023-11-11,2023-11-14,4,Approved
136,Casual Leave,2023-06-28,2023-07-07,2023-07-09,3,Rejected
136,Casual Leave,2023-08-10,2023-08-19,2023-08-22,4,Approved
136,Earn Leave,2022-03-05,2022-03-11,2022-03-13,3,Rejected
136,Earn Leave,2022-11-27,2022-12-04,2022-12-07,4,Approved
136,Earn Leave,2022-04-09,2022-04-14,2022-04-16,3,Approved
136,Casual Leave,2022-12-09,2022-12-18,2022-12-20,3,Approved
136,Casual Leave,2022-04-30,2022-05-06,2022-05-07,2,Approved
136,Earn Leave,2023-01-16,2023-01-22,2023-01-24,3,Approved
136,Earn Leave,2022-11-15,2022-11-22,2022-11-25,4,Rejected
136,Casual Leave,2023-05-07,2023-05-14,2023-05-15,2,Approved
137,Casual Leave,2023-06-07,2023-06-14,2023-06-17,4,Approved
137,Earn Leave,2023-11-22,2023-11-29,2023-11-30,2,Approved
137,Casual Leave,2022-04-03,2022-04-08,2022-04-09,2,Approved
137,Earn Leave,2023-11-24,2023-12-02,2023-12-03,2,Approved
137,Sick Leave,2022-09-18,2022-09-27,2022-09-29,3,Approved
137,Casual Leave,2023-07-19,2023-07-26,2023-07-28,3,Approved
137,Casual Leave,2022-05-29,2022-06-07,2022-06-08,2,Rejected
137,Sick Leave,2022-02-28,2022-03-08,2022-03-09,2,Approved
138,Earn Leave,2022-03-10,2022-03-17,2022-03-20,4,Approved
138,Casual Leave,2023-03-15,2023-03-24,2023-03-26,3,Approved
139,Casual Leave,2022-07-21,2022-07-28,2022-07-31,4,Approved
139,Casual Leave,2023-06-07,2023-06-14,2023-06-16,3,Rejected
139,Casual Leave,2022-07-05,2022-07-14,2022-07-17,4,Approved
139,Earn Leave,2023-02-07,2023-02-14,2023-02-15,2,Approved
139,Casual Leave,2022-04-13,2022-04-18,2022-04-19,2,Approved
139,Earn Leave,2022-01-08,2022-01-13,2022-01-16,4,Approved
139,Earn Leave,2022-01-15,2022-01-20,2022-01-21,2,Approved
139,Casual Leave,2023-10-15,2023-10-20,2023-10-22,3,Approved
140,Earn Leave,2023-01-28,2023-02-03,2023-02-06,4,Approved
140,Casual Leave,2023-06-24,2023-07-01,2023-07-03,3,Approved
140,Casual Leave,2023-01-25,2023-01-30,2023-01-31,2,Approved
140,Casual Leave,2023-04-13,2023-04-19,2023-04-21,3,Approved
140,Sick Leave,2022-06-03,2022-06-09,2022-06-10,2,Approved
140,Casual Leave,2023-02-25,2023-03-04,2023-03-06,3,Approved
140,Casual Leave,2023-11-19,2023-11-26,2023-11-27,2,Approved
140,Casual Leave,2023-06-16,2023-06-22,2023-06-24,3,Approved
141,Casual Leave,2023-07-02,2023-07-09,2023-07-11,3,Rejected
141,Casual Leave,2023-12-17,2023-12-22,2023-12-23,2,Rejected
141,Sick Leave,2022-09-29,2022-10-07,2022-10-08,2,Approved
142,Casual Leave,2022-02-13,2022-02-21,2022-02-24,4,Approved
142,Sick Leave,2023-11-05,2023-11-10,2023-11-12,3,Approved
142,Earn Leave,2023-04-22,2023-04-29,2023-05-01,3,Approved
142,Casual Leave,2022-09-07,2022-09-15,2022-09-16,2,Approved
142,Sick Leave,2023-08-29,2023-09-06,2023-09-08,3,Rejected
142,Earn Leave,2022-02-02,2022-02-07,2022-02-10,4,Approved
142,Casual Leave,2023-05-02,2023-05-09,2023-05-12,4,Approved
142,Casual Leave,2022-03-02,2022-03-08,2022-03-11,4,Approved
142,Casual Leave,2022-11-22,2022-11-29,2022-12-02,4,Approved
142,Earn Leave,2022-07-23,2022-08-01,2022-08-03,3,Approved
143,Casual Leave,2022-05-13,2022-05-19,2022-05-20,2,Approved
143,Earn Leave,2022-11-05,2022-11-13,2022-11-16,4,Approved
144,Casual Leave,2022-11-02,2022-11-09,2022-11-12,4,Approved
145,Casual Leave,2023-01-21,2023-01-27,2023-01-29,3,Approved
145,Earn Leave,2022-02-08,2022-02-13,2022-02-15,3,Approved
145,Earn Leave,2023-10-05,2023-10-12,2023-10-15,4,Approved
145,Sick Leave,2022-12-21,2022-12-28,2022-12-30,3,Approved
145,Casual Leave,2023-01-28,2023-02-03,2023-02-04,2,Approved
145,Casual Leave,2022-01-10,2022-01-17,2022-01-20,4,Approved
145,Earn Leave,2023-08-21,2023-08-29,2023-09-01,4,Approved
145,Casual Leave,2022-05-09,2022-05-18,2022-05-20,3,Approved
145,Casual Leave,2023-01-24,2023-01-31,2023-02-01,2,Approved
145,Earn Leave,2023-03-19,2023-03-25,2023-03-26,2,Approved
146,Casual Leave,2022-05-26,2022-06-03,2022-06-04,2,Rejected
146,Casual Leave,2022-01-19,2022-01-27,2022-01-29,3,Approved
146,Sick Leave,2023-06-09,2023-06-14,2023-06-17,4,Approved
146,Earn Leave,2023-07-09,2023-07-18,2023-07-20,3,Approved
146,Casual Leave,2023-06-30,2023-07-08,2023-07-09,2,Rejected
147,Casual Leave,2022-05-28,2022-06-06,2022-06-08,3,Approved
148,Casual Leave,2023-02-04,2023-02-10,2023-02-11,2,Approved
148,Casual Leave,2023-09-11,2023-09-16,2023-09-17,2,Approved
148,Sick Leave,2022-06-10,2022-06-16,2022-06-18,3,Approved
148,Earn Leave,2022-11-26,2022-12-03,2022-12-04,2,Approved
148,Casual Leave,2022-09-17,2022-09-23,2022-09-25,3,Rejected
148,Casual Leave,2023-12-06,2023-12-13,2023-12-15,3,Approved
148,Casual Leave,2023-08-18,2023-08-27,2023-08-30,4,Approved
148,Casual Leave,2023-12-09,2023-12-17,2023-12-18,2,Approved
149,Casual Leave,2022-04-10,2022-04-15,2022-04-18,4,Approved
149,Earn Leave,2023-02-21,2023-02-26,2023-02-28,3,Rejected
149,Earn Leave,2022-10-05,2022-10-14,2022-10-16,3,Approved
149,Earn Leave,2023-07-19,2023-07-24,2023-07-26,3,Approved
149,Earn Leave,2023-01-06,2023-01-11,2023-01-12,2,Approved
150,Sick Leave,2023-08-15,2023-08-23,2023-08-24,2,Approved
150,Earn Leave,2022-10-21,2022-10-29,2022-11-01,4,Rejected
150,Casual Leave,2022-09-20,2022-09-27,2022-09-29,3,Approved
150,Casual Leave,2023-08-11,2023-08-16,2023-08-19,4,Approved
151,Casual Leave,2023-10-31,2023-11-05,2023-11-07,3,Approved
151,Sick Leave,2022-04-28,2022-05-03,2022-05-06,4,Approved
151,Casual Leave,2023-01-13,2023-01-22,2023-01-25,4,Approved
151,Earn Leave,2023-04-11,2023-04-20,2023-04-23,4,Approved
151,Casual Leave,2022-12-12,2022-12-19,2022-12-21,3,Approved
151,Casual Leave,2022-12-27,2023-01-05,2023-01-08,4,Approved
151,Casual Leave,2023-04-25,2023-04-30,2023-05-03,4,Approved
152,Casual Leave,2023-06-16,2023-06-22,2023-06-23,2,Approved
152,Sick Leave,2023-06-05,2023-06-10,2023-06-13,4,Approved
152,Casual Leave,2023-08-14,2023-08-20,2023-08-21,2,Approved
152,Casual Leave,2022-09-03,2022-09-12,2022-09-15,4,Approved
152,Casual Leave,2022-02-02,2022-02-09,2022-02-12,4,Approved
152,Casual Leave,2023-04-10,2023-04-16,2023-04-18,3,Approved
153,Casual Leave,2023-02-21,2023-03-01,2023-03-04,4,Approved
153,Earn Leave,2022-09-15,2022-09-20,2022-09-23,4,Approved
153,Earn Leave,2022-11-21,2022-11-28,2022-12-01,4,Approved
154,Casual Leave,2022-02-03,2022-02-11,2022-02-12,2,Approved
154,Casual Leave,2023-10-16,2023-10-24,2023-10-27,4,Approved
154,Casual Leave,2023-07-07,2023-07-15,2023-07-16,2,Approved
154,Earn Leave,2022-02-25,2022-03-03,2022-03-04,2,Approved
154,Casual Leave,2023-11-19,2023-11-27,2023-11-30,4,Approved
154,Casual Leave,2023-06-29,2023-07-07,2023-07-08,2,Approved
155,Earn Leave,2022-06-02,2022-06-08,2022-06-10,3,Approved
156,Casual Leave,2023-03-22,2023-03-28,2023-03-29,2,Approved
157,Casual Leave,2023-04-02,2023-04-10,2023-04-13,4,Approved
157,Sick Leave,2023-10-09,2023-10-16,2023-10-18,3,Approved
157,Casual Leave,2022-03-26,2022-03-31,2022-04-03,4,Approved
157,Casual Leave,2023-09-30,2023-10-05,2023-10-06,2,Approved
158,Casual Leave,2022-07-29,2022-08-03,2022-08-06,4,Approved
158,Earn Leave,2022-10-07,2022-10-15,2022-10-17,3,Approved
159,Earn Leave,2023-05-06,2023-05-15,2023-05-18,4,Approved
159,Earn Leave,2022-07-01,2022-07-09,2022-07-12,4,Approved
159,Earn Leave,2023-11-09,2023-11-14,2023-11-17,4,Approved
159,Casual Leave,2023-09-24,2023-09-29,2023-10-02,4,Approved
159,Casual Leave,2022-01-02,2022-01-08,2022-01-10,3,Approved
159,Casual Leave,2022-11-19,2022-11-26,2022-11-28,3,Rejected
160,Earn Leave,2022-09-09,2022-09-18,2022-09-20,3,Approved
161,Casual Leave,2022-07-13,2022-07-19,2022-07-22,4,Approved
161,Earn Leave,2022-03-19,2022-03-28,2022-03-31,4,Approved
161,Casual Leave,2022-09-07,2022-09-14,2022-09-16,3,Approved
161,Casual Leave,2023-04-23,2023-05-01,2023-05-03,3,Approved
162,Earn Leave,2022-12-06,2022-12-13,2022-12-14,2,Approved
162,Earn Leave,2023-07-10,2023-07-17,2023-07-18,2,Rejected
162,Earn Leave,2022-08-25,2022-08-30,2022-09-01,3,Approved
162,Sick Leave,2022-05-19,2022-05-25,2022-05-27,3,Approved
163,Casual Leave,2023-06-03,2023-06-12,2023-06-15,4,Approved
163,Casual Leave,2022-01-19,2022-01-27,2022-01-29,3,Approved
163,Sick Leave,2023-05-12,2023-05-20,2023-05-23,4,Approved
164,Casual Leave,2023-05-05,2023-05-12,2023-05-13,2,Approved
164,Earn Leave,2023-01-19,2023-01-25,2023-01-26,2,Approved
165,Earn Leave,2023-02-01,2023-02-07,2023-02-10,4,Approved
165,Casual Leave,2023-09-16,2023-09-25,2023-09-28,4,Approved
165,Earn Leave,2023-12-10,2023-12-15,2023-12-18,4,Approved
165,Casual Leave,2022-04-05,2022-04-14,2022-04-17,4,Approved
165,Casual Leave,2023-10-23,2023-10-29,2023-10-31,3,Approved
165,Casual Leave,2023-02-21,2023-03-01,2023-03-02,2,Approved
165,Sick Leave,2021-12-30,2022-01-08,2022-01-10,3,Approved
166,Casual Leave,2022-11-11,2022-11-18,2022-11-20,3,Approved
166,Casual Leave,2023-11-28,2023-12-03,2023-12-05,3,Approved
166,Earn Leave,2023-10-21,2023-10-29,2023-11-01,4,Approved
166,Sick Leave,2022-07-11,2022-07-20,2022-07-21,2,Approved
166,Earn Leave,2023-01-19,2023-01-27,2023-01-28,2,Approved
166,Casual Leave,2022-01-01,2022-01-09,2022-01-11,3,Approved
167,Casual Leave,2023-10-18,2023-10-26,2023-10-29,4,Approved
168,Earn Leave,2022-06-02,2022-06-07,2022-06-10,4,Approved
